Date/Time,weighted_average
 07/05  12:26:00,23.98366354139389
 07/05  12:27:00,23.954720501206932
 07/05  12:28:00,24.02059408302478
 07/05  12:29:00,24.107055082388122
 07/05  12:30:00,24.040186047355174
 07/05  12:31:00,24.017878733580933
 07/05  12:32:00,24.163545671376934
 07/05  12:33:00,24.029715830775856
 07/05  12:34:00,23.96774131745478
 07/05  12:35:00,24.060442536305192
 07/05  12:36:00,24.044090860764662
 07/05  12:37:00,23.961354296164693
 07/05  12:38:00,23.936613200449315
 07/05  12:39:00,24.02239780272834
 07/05  12:40:00,23.878616092782295
 07/05  12:41:00,23.87169266676243
 07/05  12:42:00,24.033682229206867
 07/05  12:43:00,23.847818859068756
 07/05  12:44:00,23.744669307343305
 07/05  12:45:00,23.78904287687295
 07/05  12:46:00,23.821762036945707
 07/05  12:47:00,23.700884253737264
 07/05  12:48:00,23.688682897066514
 07/05  12:49:00,23.868652037051774
 07/05  12:50:00,23.692355826743704
 07/05  12:51:00,23.617714668868484
 07/05  12:52:00,23.731068316690166
 07/05  12:53:00,23.75650347286294
 07/05  12:54:00,23.6608364615199
 07/05  12:55:00,23.649650867886848
 07/05  12:56:00,23.811734248171938
 07/05  12:57:00,23.667912127182923
 07/05  12:58:00,23.637792691528528
 07/05  12:59:00,23.794631891650898
 07/05  13:00:00,23.729929183767137
 07/05  13:01:00,23.653638090088602
 07/05  13:02:00,23.704104739169082
 07/05  13:03:00,23.8205613822656
 07/05  13:04:00,23.68566126224366
 07/05  13:05:00,23.698786843004843
 07/05  13:06:00,23.886549583555333
 07/05  13:07:00,23.70985696152084
 07/05  13:08:00,23.6380438706824
 07/05  13:09:00,23.718370501433636
 07/05  13:10:00,23.786179923538878
 07/05  13:11:00,23.684759735693437
 07/05  13:12:00,23.73174431983794
 07/05  13:13:00,23.96238685234218
 07/05  13:14:00,23.818780235284297
 07/05  13:15:00,23.767354837575702
 07/05  13:16:00,23.880010863978118
 07/05  13:17:00,23.977418562506994
 07/05  13:18:00,23.901997268431117
 07/05  13:19:00,23.908740810582845
 07/05  13:20:00,24.130409901993463
 07/05  13:21:00,24.03689845686821
 07/05  13:22:00,23.98779387092991
 07/05  13:23:00,24.121456707040686
 07/05  13:24:00,24.231700608414208
 07/05  13:25:00,24.20155643825011
 07/05  13:26:00,24.215369966080964
 07/05  13:27:00,24.401032703186015
 07/05  13:28:00,24.315562950470113
 07/05  13:29:00,24.26613318534782
 07/05  13:30:00,24.39147249371293
 07/05  13:31:00,24.368664208913103
 07/05  13:32:00,24.269114040440083
 07/05  13:33:00,24.28500692176585
 07/05  13:34:00,24.370862909449386
 07/05  13:35:00,24.216891842934064
 07/05  13:36:00,24.14963315107979
 07/05  13:37:00,24.286207488350087
 07/05  13:38:00,24.074095032947003
 07/05  13:39:00,23.961644785244573
 07/05  13:40:00,24.064740889875413
 07/05  13:41:00,24.02737104546956
 07/05  13:42:00,23.87733170770324
 07/05  13:43:00,23.859304664530463
 07/05  13:44:00,23.98708722926244
 07/05  13:45:00,23.798662116611446
 07/05  13:46:00,23.770158404517733
 07/05  13:47:00,23.950592964678247
 07/05  13:48:00,23.79953793169952
 07/05  13:49:00,23.701768477400172
 07/05  13:50:00,23.764010373207398
 07/05  13:51:00,23.858386157306143
 07/05  13:52:00,23.735102086983105
 07/05  13:53:00,23.754401180638823
 07/05  13:54:00,23.9709388623432
 07/05  13:55:00,23.795258293666524
 07/05  13:56:00,23.714197356648132
 07/05  13:57:00,23.82052163273765
 07/05  13:58:00,23.876900913949086
 07/05  13:59:00,23.76239174453246
 07/05  14:00:00,23.760657590925383
 07/05  14:01:00,23.968139390431084
 07/05  14:02:00,23.814916285805225
 07/05  14:03:00,23.763941945160717
 07/05  14:04:00,23.92117716934788
 07/05  14:05:00,23.945908571017018
 07/05  14:06:00,23.876262208846196
 07/05  14:07:00,23.901872489909717
 07/05  14:08:00,24.08241086201028
 07/05  14:09:00,23.991246935213784
 07/05  14:10:00,23.987219090408658
 07/05  14:11:00,24.16238967153938
 07/05  14:12:00,24.129642907045636
 07/05  14:13:00,24.082762093486252
 07/05  14:14:00,24.140590033741134
 07/05  14:15:00,24.267404662006417
 07/05  14:16:00,24.1910574088406
 07/05  14:17:00,24.172704715735787
 07/05  14:18:00,24.33841625697506
 07/05  14:19:00,24.223632088878436
 07/05  14:20:00,24.143006269256787
 07/05  14:21:00,24.23086418397075
 07/05  14:22:00,24.26963954861569
 07/05  14:23:00,24.14946798937772
 07/05  14:24:00,24.116369851663773
 07/05  14:25:00,24.22549189825947
 07/05  14:26:00,24.046640805812196
 07/05  14:27:00,23.994241359891923
 07/05  14:28:00,24.147619516349618
 07/05  14:29:00,23.974101950419875
 07/05  14:30:00,23.826821513847495
 07/05  14:31:00,23.85495713100898
 07/05  14:32:00,23.91638313184729
 07/05  14:33:00,23.761338609296303
 07/05  14:34:00,23.75967645039913
 07/05  14:35:00,23.96625194372235
 07/05  14:36:00,23.793755071305448
 07/05  14:37:00,23.70921556562097
 07/05  14:38:00,23.816150666265766
 07/05  14:39:00,23.88479879019012
 07/05  14:40:00,23.769694966224865
 07/05  14:41:00,23.768639422429914
 07/05  14:42:00,23.964108715505294
 07/05  14:43:00,23.799172447650264
 07/05  14:44:00,23.734541335133223
 07/05  14:45:00,23.88753498932097
 07/05  14:46:00,23.866450420679666
 07/05  14:47:00,23.758244856495786
 07/05  14:48:00,23.776823101289914
 07/05  14:49:00,23.93026862218627
 07/05  14:50:00,23.80351420028245
 07/05  14:51:00,23.793497258947088
 07/05  14:52:00,23.986529257869144
 07/05  14:53:00,23.91926590880453
 07/05  14:54:00,23.85240131647402
 07/05  14:55:00,23.91941654442806
 07/05  14:56:00,24.043263494385297
 07/05  14:57:00,23.948562699404167
 07/05  14:58:00,23.94556944816906
 07/05  14:59:00,24.145922553192584
 07/05  15:00:00,24.0534132412817
 07/05  15:01:00,23.99022514378654
 07/05  15:02:00,24.085725084553115
 07/05  15:03:00,24.170794805541107
 07/05  15:04:00,24.053835268509705
 07/05  15:05:00,24.0350151650864
 07/05  15:06:00,24.204199958578137
 07/05  15:07:00,24.057591493037638
 07/05  15:08:00,23.998840034977288
 07/05  15:09:00,24.13514523282974
 07/05  15:10:00,24.1299501286054
 07/05  15:11:00,24.027124610513106
 07/05  15:12:00,24.036800159479746
 07/05  15:13:00,24.14880012457794
 07/05  15:14:00,24.003722284393458
 07/05  15:15:00,23.992472016795556
 07/05  15:16:00,24.17108428136383
 07/05  15:17:00,24.047271267838326
 07/05  15:18:00,23.951293079784413
 07/05  15:19:00,24.01463880057881
 07/05  15:20:00,24.090899241890614
 07/05  15:21:00,23.942807474255133
 07/05  15:22:00,23.951378466262057
 07/05  15:23:00,24.13887330814237
 07/05  15:24:00,23.97418641833661
 07/05  15:25:00,23.892435207763533
 07/05  15:26:00,23.999715221900182
 07/05  15:27:00,24.032446272301662
 07/05  15:28:00,23.883913181420336
 07/05  15:29:00,23.88787194009862
 07/05  15:30:00,24.043059906699863
 07/05  15:31:00,23.863808523545007
 07/05  15:32:00,23.82395964445766
 07/05  15:33:00,23.992726336558576
 07/05  15:34:00,23.900526054429545
 07/05  15:35:00,23.77639915653428
 07/05  15:36:00,23.81533524242056
 07/05  15:37:00,23.91478920493094
 07/05  15:38:00,23.759680761314904
 07/05  15:39:00,23.765617532417906
 07/05  15:40:00,23.962251859818224
 07/05  15:41:00,23.813706824353563
 07/05  15:42:00,23.723584763781314
 07/05  15:43:00,23.815830537593914
 07/05  15:44:00,23.850501499347477
 07/05  15:45:00,23.68315108496019
 07/05  15:46:00,23.712692270765515
 07/05  15:47:00,23.902544948103262
 07/05  15:48:00,23.72121588206594
 07/05  15:49:00,23.672206281370237
 07/05  15:50:00,23.822477208068207
 07/05  15:51:00,23.80181285004504
 07/05  15:52:00,23.667389440903147
 07/05  15:53:00,23.70836679519907
 07/05  15:54:00,23.867530547985453
 07/05  15:55:00,23.71699558170768
 07/05  15:56:00,23.705800303687894
 07/05  15:57:00,23.898325580142004
 07/05  15:58:00,23.78849794944911
 07/05  15:59:00,23.678787203099184
 07/05  16:00:00,23.740721471461246
 07/05  16:01:00,23.840268956085367
 07/05  16:02:00,23.696834048519936
 07/05  16:03:00,23.68152119917451
 07/05  16:04:00,23.82353582582618
 07/05  16:05:00,23.679041167871322
 07/05  16:06:00,23.584360622762862
 07/05  16:07:00,23.66360525544814
 07/05  16:08:00,23.662783450524213
 07/05  16:09:00,23.50014344438756
 07/05  16:10:00,23.526467804133
 07/05  16:11:00,23.68504676323873
 07/05  16:12:00,23.554680835729783
 07/05  16:13:00,23.541875275449218
 07/05  16:14:00,23.693709856655232
 07/05  16:15:00,23.644466545649188
 07/05  16:16:00,23.523239459526955
 07/05  16:17:00,23.561880545195947
 07/05  16:18:00,23.659537701021353
 07/05  16:19:00,23.526787253068907
 07/05  16:20:00,23.51938880144663
 07/05  16:21:00,23.69491507921373
 07/05  16:22:00,23.6338104623946
 07/05  16:23:00,23.581098372964654
 07/05  16:24:00,23.657326379160846
 07/05  16:25:00,23.754471477774036
 07/05  16:26:00,23.66870241948554
 07/05  16:27:00,23.679224234585508
 07/05  16:28:00,23.830917653022137
 07/05  16:29:00,23.765443579071857
 07/05  16:30:00,23.703324344938252
 07/05  16:31:00,23.76323788897231
 07/05  16:32:00,23.790443677555913
 07/05  16:33:00,23.706969654303432
 07/05  16:34:00,23.671615672689214
 07/05  16:35:00,23.780139668547385
 07/05  16:36:00,23.71222712129409
 07/05  16:37:00,23.68334089961539
 07/05  16:38:00,23.807702963466152
 07/05  16:39:00,23.779362117633553
 07/05  16:40:00,23.69413374386597
 07/05  16:41:00,23.682895043666623
 07/05  16:42:00,23.76759805739602
 07/05  16:43:00,23.701530412444342
 07/05  16:44:00,23.684987143288822
 07/05  16:45:00,23.83277515680217
 07/05  16:46:00,23.78996490726106
 07/05  16:47:00,23.72398139524631
 07/05  16:48:00,23.750239817171895
 07/05  16:49:00,23.818512648546534
 07/05  16:50:00,23.751643911618817
 07/05  16:51:00,23.707386315525113
 07/05  16:52:00,23.83479900254748
 07/05  16:53:00,23.78763539893118
 07/05  16:54:00,23.732411321537924
 07/05  16:55:00,23.807320699554086
 07/05  16:56:00,23.836552226085953
 07/05  16:57:00,23.78270954639077
 07/05  16:58:00,23.729192912805203
 07/05  16:59:00,23.82601585157902
 07/05  17:00:00,23.776311433801965
 07/05  17:01:00,23.732566474921637
 07/05  17:02:00,23.84569859473149
 07/05  17:03:00,23.826409921451255
 07/05  17:04:00,23.743172782943535
 07/05  17:05:00,23.72522884368888
 07/05  17:06:00,23.811304161439942
 07/05  17:07:00,23.74786256734088
 07/05  17:08:00,23.683408608172314
 07/05  17:09:00,23.805355796342518
 07/05  17:10:00,23.756623526730163
 07/05  17:11:00,23.673044499215063
 07/05  17:12:00,23.703219522377942
 07/05  17:13:00,23.795798327774428
 07/05  17:14:00,23.744012923679907
 07/05  17:15:00,23.65615353270201
 07/05  17:16:00,23.770120498776418
 07/05  17:17:00,23.734430805777144
 07/05  17:18:00,23.659580960076443
 07/05  17:19:00,23.74518299242693
 07/05  17:20:00,23.782954283243473
 07/05  17:21:00,23.70819475607903
 07/05  17:22:00,23.65581519128126
 07/05  17:23:00,23.747153947151894
 07/05  17:24:00,23.706714174405953
 07/05  17:25:00,23.633335957304975
 07/05  17:26:00,23.74307795849301
 07/05  17:27:00,23.721752660650278
 07/05  17:28:00,23.626571036507386
 07/05  17:29:00,23.622797493936574
 07/05  17:30:00,23.73107448191817
 07/05  17:31:00,23.69358715706811
 07/05  17:32:00,23.592014114161355
 07/05  17:33:00,23.70838713495564
 07/05  17:34:00,23.691982478060144
 07/05  17:35:00,23.599101546468155
 07/05  17:36:00,23.644368724819675
 07/05  17:37:00,23.734399363702657
 07/05  17:38:00,23.689118304989766
 07/05  17:39:00,23.606015176467793
 07/05  17:40:00,23.711241016817176
 07/05  17:41:00,23.688924631973258
 07/05  17:42:00,23.638710377250167
 07/05  17:43:00,23.71426397052011
 07/05  17:44:00,23.700656794923233
 07/05  17:45:00,23.604634549692353
 07/05  17:46:00,23.559707244804894
 07/05  17:47:00,23.63618152141639
 07/05  17:48:00,23.61511349634095
 07/05  17:49:00,23.569732510014614
 07/05  17:50:00,23.694713789747798
 07/05  17:51:00,23.690961593981527
 07/05  17:52:00,23.62014166225876
 07/05  17:53:00,23.636801355939408
 07/05  17:54:00,23.73217697189622
 07/05  17:55:00,23.70804821406251
 07/05  17:56:00,23.632233474958433
 07/05  17:57:00,23.745783624820643
 07/05  17:58:00,23.738585282456956
 07/05  17:59:00,23.674412860071048
 07/05  18:00:00,23.72177338056475
 07/05  18:01:00,23.7583512930057
 07/05  18:02:00,23.830362618066278
 07/05  18:03:00,24.01944537740433
 07/05  18:04:00,24.26105877246426
 07/05  18:05:00,24.511928192534235
 07/05  18:06:00,24.739620588767707
 07/05  18:07:00,24.93509384730672
 07/05  18:08:00,25.101866830939155
 07/05  18:09:00,25.246261053306544
 07/05  18:10:00,25.373431432058872
 07/05  18:11:00,25.4869246546001
 07/05  18:12:00,25.589189614066708
 07/05  18:13:00,25.682072173998087
 07/05  18:14:00,25.767091718024556
 07/05  18:15:00,25.84528808461664
 07/05  18:16:00,25.917620458196133
 07/05  18:17:00,25.98478181918971
 07/05  18:18:00,26.04735731339924
 07/05  18:19:00,26.10593735804946
 07/05  18:20:00,26.16072952662614
 07/05  18:21:00,26.20901039936409
 07/05  18:22:00,26.252079242233133
 07/05  18:23:00,26.291393764901432
 07/05  18:24:00,26.327766280185152
 07/05  18:25:00,26.36155902658162
 07/05  18:26:00,26.392946822564635
 07/05  18:27:00,26.42207340709237
 07/05  18:28:00,26.449099503395296
 07/05  18:29:00,26.474194070987284
 07/05  18:30:00,26.497529916241945
 07/05  18:31:00,26.51928669366332
 07/05  18:32:00,26.539563857179573
 07/05  18:33:00,26.55845372850033
 07/05  18:34:00,26.57605696339129
 07/05  18:35:00,26.592477542875198
 07/05  18:36:00,26.607816079486213
 07/05  18:37:00,26.622166452551973
 07/05  18:38:00,26.635602280536567
 07/05  18:39:00,26.64819021667876
 07/05  18:40:00,26.65999783388575
 07/05  18:41:00,26.669695157236482
 07/05  18:42:00,26.677950497037095
 07/05  18:43:00,26.685486533295897
 07/05  18:44:00,26.692648408746628
 07/05  18:45:00,26.699531267850347
 07/05  18:46:00,26.706143825086706
 07/05  18:47:00,26.712485629844394
 07/05  18:48:00,26.71856584551945
 07/05  18:49:00,26.72440075048693
 07/05  18:50:00,26.729996439788742
 07/05  18:51:00,26.73535870294265
 07/05  18:52:00,26.740499025519238
 07/05  18:53:00,26.745432073527827
 07/05  18:54:00,26.7501727618394
 07/05  18:55:00,26.75473494358074
 07/05  18:56:00,26.759120754372727
 07/05  18:57:00,26.763331695714665
 07/05  18:58:00,26.767374643807987
 07/05  18:59:00,26.771259718944542
 07/05  19:00:00,26.77508433379787
 07/05  19:01:00,26.777882251491288
 07/05  19:02:00,26.77986883836767
 07/05  19:03:00,26.781494510709727
 07/05  19:04:00,26.783019288895463
 07/05  19:05:00,26.784530635691535
 07/05  19:06:00,26.786037111634613
 07/05  19:07:00,26.787528065203535
 07/05  19:08:00,26.788987586995813
 07/05  19:09:00,26.790405268950753
 07/05  19:10:00,26.791778216132162
 07/05  19:11:00,26.793107425651648
 07/05  19:12:00,26.79439494388852
 07/05  19:13:00,26.79564276286139
 07/05  19:14:00,26.796846049181074
 07/05  19:15:00,26.79800020223361
 07/05  19:16:00,26.799104655709904
 07/05  19:17:00,26.800161486339537
 07/05  19:18:00,26.801173664130953
 07/05  19:19:00,26.80214422594894
 07/05  19:20:00,26.803070323021583
 07/05  19:21:00,26.803696497221377
 07/05  19:22:00,26.804075754884728
 07/05  19:23:00,26.80432801150335
 07/05  19:24:00,26.804524494266065
 07/05  19:25:00,26.80468959235867
 07/05  19:26:00,26.8048177081065
 07/05  19:27:00,26.80489837978719
 07/05  19:28:00,26.80492705676229
 07/05  19:29:00,26.80490401627535
 07/05  19:30:00,26.804831449310992
 07/05  19:31:00,26.804764853243075
 07/05  19:32:00,26.80473779665499
 07/05  19:33:00,26.804759011406166
 07/05  19:34:00,26.804825587167286
 07/05  19:35:00,26.804931844760212
 07/05  19:36:00,26.80507277990524
 07/05  19:37:00,26.805244686590353
 07/05  19:38:00,26.80544280045032
 07/05  19:39:00,26.805663165649747
 07/05  19:40:00,26.805903494319793
 07/05  19:41:00,26.806162837998954
 07/05  19:42:00,26.806440135484955
 07/05  19:43:00,26.80673547114179
 07/05  19:44:00,26.80620508787945
 07/05  19:45:00,26.805053316663443
 07/05  19:46:00,26.803701480963138
 07/05  19:47:00,26.802392347032466
 07/05  19:48:00,26.800900642845626
 07/05  19:49:00,26.799299153124228
 07/05  19:50:00,26.79771842644494
 07/05  19:51:00,26.7962231674189
 07/05  19:52:00,26.794827062701223
 07/05  19:53:00,26.79352194497862
 07/05  19:54:00,26.79229518448974
 07/05  19:55:00,26.791135781750263
 07/05  19:56:00,26.790035518064435
 07/05  19:57:00,26.788987793931224
 07/05  19:58:00,26.787986644028514
 07/05  19:59:00,26.787026565458003
 07/05  20:00:00,26.786102555241982
 07/05  20:01:00,26.78520351160212
 07/05  20:02:00,26.784321541714124
 07/05  20:03:00,26.783452437420188
 07/05  20:04:00,26.782593863230286
 07/05  20:05:00,26.78174425724255
 07/05  20:06:00,26.780902279622268
 07/05  20:07:00,26.780066697889566
 07/05  20:08:00,26.779235590025678
 07/05  20:09:00,26.778407238127233
 07/05  20:10:00,26.77758048860224
 07/05  20:11:00,26.776754595441368
 07/05  20:12:00,26.77592899963647
 07/05  20:13:00,26.7751032491982
 07/05  20:14:00,26.77427605865777
 07/05  20:15:00,26.773446278604382
 07/05  20:16:00,26.7726133190377
 07/05  20:17:00,26.771776975662995
 07/05  20:18:00,26.77093718556484
 07/05  20:19:00,26.77009393972496
 07/05  20:20:00,26.769246320653075
 07/05  20:21:00,26.768393498458945
 07/05  20:22:00,26.767535181139067
 07/05  20:23:00,26.76667144063219
 07/05  20:24:00,26.765802463019337
 07/05  20:25:00,26.76492845981381
 07/05  20:26:00,26.764049714561498
 07/05  20:27:00,26.763165609070356
 07/05  20:28:00,26.762275410959756
 07/05  20:29:00,26.761378875133992
 07/05  20:30:00,26.760476121809035
 07/05  20:31:00,26.75956827293564
 07/05  20:32:00,26.75865478685825
 07/05  20:33:00,26.757734665641625
 07/05  20:34:00,26.756807498573792
 07/05  20:35:00,26.75587340368093
 07/05  20:36:00,26.754932702313702
 07/05  20:37:00,26.753985754216778
 07/05  20:38:00,26.7530320287356
 07/05  20:39:00,26.752071013739506
 07/05  20:40:00,26.7511026559176
 07/05  20:41:00,26.7501272047206
 07/05  20:42:00,26.74914497868578
 07/05  20:43:00,26.748156283121123
 07/05  20:44:00,26.747160551658837
 07/05  20:45:00,26.74615722483954
 07/05  20:46:00,26.74514617353242
 07/05  20:47:00,26.744127544585336
 07/05  20:48:00,26.7431015296221
 07/05  20:49:00,26.742068280114996
 07/05  20:50:00,26.741027069514388
 07/05  20:51:00,26.73997712971278
 07/05  20:52:00,26.738918048515835
 07/05  20:53:00,26.73785170064072
 07/05  20:54:00,26.736777507220893
 07/05  20:55:00,26.735693830336462
 07/05  20:56:00,26.734598258653318
 07/05  20:57:00,26.733488291427133
 07/05  20:58:00,26.73236096570661
 07/05  20:59:00,26.73121079682676
 07/05  21:00:00,26.73000493082261
 07/05  21:01:00,26.727936677901717
 07/05  21:02:00,26.725298700210324
 07/05  21:03:00,26.7225438633576
 07/05  21:04:00,26.719909996572618
 07/05  21:05:00,26.71746017152803
 07/05  21:06:00,26.715184555582983
 07/05  21:07:00,26.713060725386388
 07/05  21:08:00,26.711074803382264
 07/05  21:09:00,26.70922066896865
 07/05  21:10:00,26.70749604919866
 07/05  21:11:00,26.705900148842343
 07/05  21:12:00,26.704432384268845
 07/05  21:13:00,26.703091835335044
 07/05  21:14:00,26.701878406716027
 07/05  21:15:00,26.70079133808278
 07/05  21:16:00,26.69982837632443
 07/05  21:17:00,26.698986111442384
 07/05  21:18:00,26.698260412998444
 07/05  21:19:00,26.697646706326722
 07/05  21:20:00,26.697142179959823
 07/05  21:21:00,26.696743731362428
 07/05  21:22:00,26.696446841531145
 07/05  21:23:00,26.69624608430693
 07/05  21:24:00,26.69613573001545
 07/05  21:25:00,26.69611007720023
 07/05  21:26:00,26.6961658293373
 07/05  21:27:00,26.696299786582973
 07/05  21:28:00,26.696507560368502
 07/05  21:29:00,26.69678406598431
 07/05  21:30:00,26.697124120927516
 07/05  21:31:00,26.69752275329677
 07/05  21:32:00,26.697977407996405
 07/05  21:33:00,26.698485741383358
 07/05  21:34:00,26.699044382982848
 07/05  21:35:00,26.69964937208254
 07/05  21:36:00,26.700296697724
 07/05  21:37:00,26.700982571643525
 07/05  21:38:00,26.701705356184767
 07/05  21:39:00,26.702463616648185
 07/05  21:40:00,26.703255023610417
 07/05  21:41:00,26.70407672818923
 07/05  21:42:00,26.704925828842736
 07/05  21:43:00,26.705799606257433
 07/05  21:44:00,26.70669715817388
 07/05  21:45:00,26.707617740827686
 07/05  21:46:00,26.708559832033735
 07/05  21:47:00,26.70952144787246
 07/05  21:48:00,26.71050053736344
 07/05  21:49:00,26.711495182423548
 07/05  21:50:00,26.712504965565174
 07/05  21:51:00,26.71352958475669
 07/05  21:52:00,26.71456807075002
 07/05  21:53:00,26.715619054600904
 07/05  21:54:00,26.716681100900843
 07/05  21:55:00,26.717752882302904
 07/05  21:56:00,26.71883432943709
 07/05  21:57:00,26.719925538923217
 07/05  21:58:00,26.721025693064867
 07/05  21:59:00,26.72213363053075
 07/05  22:00:00,26.723248190092043
 07/05  22:01:00,26.72389642343394
 07/05  22:02:00,26.72419888033253
 07/05  22:03:00,26.724385267550307
 07/05  22:04:00,26.724585116098886
 07/05  22:05:00,26.724838328653014
 07/05  22:06:00,26.725144557749257
 07/05  22:07:00,26.725494146226023
 07/05  22:08:00,26.72587994700958
 07/05  22:09:00,26.72629770979107
 07/05  22:10:00,26.726744371360795
 07/05  22:11:00,26.727217225664244
 07/05  22:12:00,26.727713660185803
 07/05  22:13:00,26.728230950226568
 07/05  22:14:00,26.72876730598892
 07/05  22:15:00,26.72932117392461
 07/05  22:16:00,26.729890808918885
 07/05  22:17:00,26.73047443626162
 07/05  22:18:00,26.73107015457452
 07/05  22:19:00,26.731676190017154
 07/05  22:20:00,26.7322915746359
 07/05  22:21:00,26.732915497033964
 07/05  22:22:00,26.733546925839633
 07/05  22:23:00,26.734184717279568
 07/05  22:24:00,26.73482775226718
 07/05  22:25:00,26.735475006528585
 07/05  22:26:00,26.736126049394066
 07/05  22:27:00,26.736778799839755
 07/05  22:28:00,26.737434391048687
 07/05  22:29:00,26.738091359460142
 07/05  22:30:00,26.73874863223723
 07/05  22:31:00,26.73940610917085
 07/05  22:32:00,26.740064024235235
 07/05  22:33:00,26.740722413697522
 07/05  22:34:00,26.74138099536573
 07/05  22:35:00,26.74203932998608
 07/05  22:36:00,26.742696954642355
 07/05  22:37:00,26.743353445216563
 07/05  22:38:00,26.744008716081712
 07/05  22:39:00,26.744662725593486
 07/05  22:40:00,26.745315288992614
 07/05  22:41:00,26.745966130616736
 07/05  22:42:00,26.746614955024228
 07/05  22:43:00,26.747261488832745
 07/05  22:44:00,26.747905705100386
 07/05  22:45:00,26.748547606509003
 07/05  22:46:00,26.74918708556383
 07/05  22:47:00,26.74982396467943
 07/05  22:48:00,26.75045804890922
 07/05  22:49:00,26.751089158180093
 07/05  22:50:00,26.75171729009073
 07/05  22:51:00,26.75234246363011
 07/05  22:52:00,26.7529646164197
 07/05  22:53:00,26.753583634597614
 07/05  22:54:00,26.754199390652314
 07/05  22:55:00,26.75481176775811
 07/05  22:56:00,26.75542077200756
 07/05  22:57:00,26.7560264255781
 07/05  22:58:00,26.756628694181067
 07/05  22:59:00,26.75722750837445
 07/05  23:00:00,26.757822789101684
 07/05  23:01:00,26.758495671257002
 07/05  23:02:00,26.75923170319321
 07/05  23:03:00,26.75999560774503
 07/05  23:04:00,26.760765577481227
 07/05  23:05:00,26.761533548733496
 07/05  23:06:00,26.76229810256154
 07/05  23:07:00,26.76305963832275
 07/05  23:08:00,26.763818554058165
 07/05  23:09:00,26.764574930076584
 07/05  23:10:00,26.765328658267084
 07/05  23:11:00,26.76607959441353
 07/05  23:12:00,26.76682762228873
 07/05  23:13:00,26.7675726670476
 07/05  23:14:00,26.768314667319334
 07/05  23:15:00,26.769053586739197
 07/05  23:16:00,26.769789412339364
 07/05  23:17:00,26.77052214988165
 07/05  23:18:00,26.771251815968117
 07/05  23:19:00,26.771978437409302
 07/05  23:20:00,26.772702021654844
 07/05  23:21:00,26.773422587764873
 07/05  23:22:00,26.774140177418666
 07/05  23:23:00,26.774854853712494
 07/05  23:24:00,26.77556669933218
 07/05  23:25:00,26.77627584020284
 07/05  23:26:00,26.776982322700626
 07/05  23:27:00,26.777685965651976
 07/05  23:28:00,26.77838661538523
 07/05  23:29:00,26.779084193440596
 07/05  23:30:00,26.779778673706385
 07/05  23:31:00,26.78047005859975
 07/05  23:32:00,26.781158312229742
 07/05  23:33:00,26.78184340947645
 07/05  23:34:00,26.78252535878004
 07/05  23:35:00,26.783204192693056
 07/05  23:36:00,26.78387995290883
 07/05  23:37:00,26.784552684781303
 07/05  23:38:00,26.78522237267086
 07/05  23:39:00,26.785889004763852
 07/05  23:40:00,26.786552604254304
 07/05  23:41:00,26.787213218679536
 07/05  23:42:00,26.787870902990623
 07/05  23:43:00,26.788525713059023
 07/05  23:44:00,26.78917763234412
 07/05  23:45:00,26.78982664599411
 07/05  23:46:00,26.790472778012024
 07/05  23:47:00,26.791116079127175
 07/05  23:48:00,26.79175660788493
 07/05  23:49:00,26.792394422951833
 07/05  23:50:00,26.793029502414445
 07/05  23:51:00,26.793661825199614
 07/05  23:52:00,26.794291412963826
 07/05  23:53:00,26.794918316613053
 07/05  23:54:00,26.79554259567813
 07/05  23:55:00,26.796164309534237
 07/05  23:56:00,26.796783430781755
 07/05  23:57:00,26.797399932412844
 07/05  23:58:00,26.79801383343534
 07/05  23:59:00,26.798625184264154
 07/05  24:00:00,26.799234044721207
 07/06  00:01:00,26.79980486084382
 07/06  00:02:00,26.80031812067032
 07/06  00:03:00,26.80077340610486
 07/06  00:04:00,26.801177643077814
 07/06  00:05:00,26.8015381118443
 07/06  00:06:00,26.801860435586697
 07/06  00:07:00,26.802148790593744
 07/06  00:08:00,26.802405886839892
 07/06  00:09:00,26.80263395255295
 07/06  00:10:00,26.802835280341014
 07/06  00:11:00,26.803012172729773
 07/06  00:12:00,26.803166791075785
 07/06  00:13:00,26.803301087553518
 07/06  00:14:00,26.80341623546563
 07/06  00:15:00,26.803513205611726
 07/06  00:16:00,26.803593146223996
 07/06  00:17:00,26.80365730686334
 07/06  00:18:00,26.8037068982418
 07/06  00:19:00,26.80374302759661
 07/06  00:20:00,26.803766158839853
 07/06  00:21:00,26.803776642091705
 07/06  00:22:00,26.803775059125922
 07/06  00:23:00,26.803762144046324
 07/06  00:24:00,26.803738645036145
 07/06  00:25:00,26.803705258076064
 07/06  00:26:00,26.803662118887384
 07/06  00:27:00,26.803609291400907
 07/06  00:28:00,26.80354708482325
 07/06  00:29:00,26.803475976556896
 07/06  00:30:00,26.80339648032499
 07/06  00:31:00,26.80330908207725
 07/06  00:32:00,26.803213763207424
 07/06  00:33:00,26.803110454501756
 07/06  00:34:00,26.80299932970969
 07/06  00:35:00,26.80288073226287
 07/06  00:36:00,26.80276857269053
 07/06  00:37:00,26.802650453814753
 07/06  00:38:00,26.802521482685922
 07/06  00:39:00,26.80238173050816
 07/06  00:40:00,26.802232990898624
 07/06  00:41:00,26.802076763513114
