Date/Time,weighted_average
 07/01  02:48:00,25.213566720346
 07/01  02:49:00,25.21452211129507
 07/01  02:50:00,25.21546426239928
 07/01  02:51:00,25.21639287093268
 07/01  02:52:00,25.217308091873203
 07/01  02:53:00,25.21821039569114
 07/01  02:54:00,25.219100355726862
 07/01  02:55:00,25.219978536592482
 07/01  02:56:00,25.220844700831595
 07/01  02:57:00,25.221698568292833
 07/01  02:58:00,25.222540276641247
 07/01  02:59:00,25.223370251784868
 07/01  03:00:00,25.224211499811982
 07/01  03:01:00,25.225035370608662
 07/01  03:02:00,25.22584396537958
 07/01  03:03:00,25.22664216358723
 07/01  03:04:00,25.227433095533303
 07/01  03:05:00,25.228217914316236
 07/01  03:06:00,25.22899684588487
 07/01  03:07:00,25.22976382732969
 07/01  03:08:00,25.23051675043711
 07/01  03:09:00,25.231258041017426
 07/01  03:10:00,25.231990579949375
 07/01  03:11:00,25.232716181615885
 07/01  03:12:00,25.233435718523705
 07/01  03:13:00,25.23414958457566
 07/01  03:14:00,25.234857522297105
 07/01  03:15:00,25.235559190216744
 07/01  03:16:00,25.236254503381264
 07/01  03:17:00,25.2369435917567
 07/01  03:18:00,25.237626679083853
 07/01  03:19:00,25.238304004545736
 07/01  03:20:00,25.238975400927416
 07/01  03:21:00,25.23964064390104
 07/01  03:22:00,25.24029970624974
 07/01  03:23:00,25.240952728732438
 07/01  03:24:00,25.241599927204206
 07/01  03:25:00,25.24224153113076
 07/01  03:26:00,25.24287739177717
 07/01  03:27:00,25.243507309029777
 07/01  03:28:00,25.24413126844314
 07/01  03:29:00,25.244749413276097
 07/01  03:30:00,25.245361956905594
 07/01  03:31:00,25.245969124995394
 07/01  03:32:00,25.246570790434472
 07/01  03:33:00,25.247166776171614
 07/01  03:34:00,25.24775707902647
 07/01  03:35:00,25.24834184568896
 07/01  03:36:00,25.248921289504104
 07/01  03:37:00,25.249495641909945
 07/01  03:38:00,25.250064807461968
 07/01  03:39:00,25.250628641927097
 07/01  03:40:00,25.251187157765298
 07/01  03:41:00,25.25174050151906
 07/01  03:42:00,25.252288878746764
 07/01  03:43:00,25.25283250458918
 07/01  03:44:00,25.253371288213778
 07/01  03:45:00,25.253905095657682
 07/01  03:46:00,25.254433940606056
 07/01  03:47:00,25.254957962367182
 07/01  03:48:00,25.25547735525667
 07/01  03:49:00,25.255992322411814
 07/01  03:50:00,25.25650278172595
 07/01  03:51:00,25.25700861072096
 07/01  03:52:00,25.257509824267355
 07/01  03:53:00,25.25800655418027
 07/01  03:54:00,25.2584989833499
 07/01  03:55:00,25.25898730277561
 07/01  03:56:00,25.259471437127743
 07/01  03:57:00,25.259951273272605
 07/01  03:58:00,25.26042682608148
 07/01  03:59:00,25.260898219492763
 07/01  04:00:00,25.26136562497722
 07/01  04:01:00,25.261814815649654
 07/01  04:02:00,25.26223765735711
 07/01  04:03:00,25.262632551556916
 07/01  04:04:00,25.263001033671465
 07/01  04:05:00,25.26334537962583
 07/01  04:06:00,25.263667680741925
 07/01  04:07:00,25.263969698626454
 07/01  04:08:00,25.264252728226484
 07/01  04:09:00,25.264517886098464
 07/01  04:10:00,25.264766297394896
 07/01  04:11:00,25.2649990955999
 07/01  04:12:00,25.265217375014096
 07/01  04:13:00,25.265422160859252
 07/01  04:14:00,25.26561417220389
 07/01  04:15:00,25.265794028664327
 07/01  04:16:00,25.265962404136065
 07/01  04:17:00,25.26612001596751
 07/01  04:18:00,25.266267574467008
 07/01  04:19:00,25.26640575150679
 07/01  04:20:00,25.26653494507589
 07/01  04:21:00,25.266655479740763
 07/01  04:22:00,25.266767756612694
 07/01  04:23:00,25.266872241182526
 07/01  04:24:00,25.266969411728304
 07/01  04:25:00,25.267059726718045
 07/01  04:26:00,25.26714339516478
 07/01  04:27:00,25.267220568932665
 07/01  04:28:00,25.26729148695626
 07/01  04:29:00,25.26735646266711
 07/01  04:30:00,25.26741583300803
 07/01  04:31:00,25.26746992599028
 07/01  04:32:00,25.267518839298322
 07/01  04:33:00,25.2675626239678
 07/01  04:34:00,25.267601422119093
 07/01  04:35:00,25.267635454426113
 07/01  04:36:00,25.267664970545518
 07/01  04:37:00,25.26769021749437
 07/01  04:38:00,25.267711227486014
 07/01  04:39:00,25.26772799301737
 07/01  04:40:00,25.26774059798456
 07/01  04:41:00,25.267749205438708
 07/01  04:42:00,25.26775400980808
 07/01  04:43:00,25.267755206413337
 07/01  04:44:00,25.26775278875147
 07/01  04:45:00,25.267746715256937
 07/01  04:46:00,25.267737033927187
 07/01  04:47:00,25.267723870439916
 07/01  04:48:00,25.26770738223057
 07/01  04:49:00,25.26768772913703
 07/01  04:50:00,25.26766487971483
 07/01  04:51:00,25.267638769582206
 07/01  04:52:00,25.267609418684586
 07/01  04:53:00,25.26757691697605
 07/01  04:54:00,25.267541393970397
 07/01  04:55:00,25.267503014285115
 07/01  04:56:00,25.26746176784715
 07/01  04:57:00,25.267417608154634
 07/01  04:58:00,25.267370565125553
 07/01  04:59:00,25.267320737275973
 07/01  05:00:00,25.267268252002626
 07/01  05:01:00,25.274846442094397
 07/01  05:02:00,25.286952563972676
 07/01  05:03:00,25.300015242710803
 07/01  05:04:00,25.312337788036448
 07/01  05:05:00,25.323539849403662
 07/01  05:06:00,25.33373862727933
 07/01  05:07:00,25.34311927077295
 07/01  05:08:00,25.351804547117283
 07/01  05:09:00,25.35986837221346
 07/01  05:10:00,25.367361373339513
 07/01  05:11:00,25.3743264393857
 07/01  05:12:00,25.380804942249696
 07/01  05:13:00,25.386835459716913
 07/01  05:14:00,25.392455464963927
 07/01  05:15:00,25.397700345435563
 07/01  05:16:00,25.402602634247632
 07/01  05:17:00,25.407192066672962
 07/01  05:18:00,25.411495853409214
 07/01  05:19:00,25.415535728206827
 07/01  05:20:00,25.419334033437874
 07/01  05:21:00,25.422913212036832
 07/01  05:22:00,25.42629314233635
 07/01  05:23:00,25.429491442689567
 07/01  05:24:00,25.43252396852726
 07/01  05:25:00,25.435405171237175
 07/01  05:26:00,25.438147565701186
 07/01  05:27:00,25.440762702260525
 07/01  05:28:00,25.44326080625309
 07/01  05:29:00,25.445651215800066
 07/01  05:30:00,25.447942766788163
 07/01  05:31:00,25.450143638800142
 07/01  05:32:00,25.452260500468107
 07/01  05:33:00,25.454299442460044
 07/01  05:34:00,25.45626651381728
 07/01  05:35:00,25.458167590449694
 07/01  05:36:00,25.460396413559607
 07/01  05:37:00,25.462850414862746
 07/01  05:38:00,25.465361639311
 07/01  05:39:00,25.467840111652055
 07/01  05:40:00,25.470260899781024
 07/01  05:41:00,25.472661802434928
 07/01  05:42:00,25.475037639158703
 07/01  05:43:00,25.479241988859744
 07/01  05:44:00,25.48483124590728
 07/01  05:45:00,25.49096782201185
 07/01  05:46:00,25.497180227306618
 07/01  05:47:00,25.503316463532503
 07/01  05:48:00,25.50936890112341
 07/01  05:49:00,25.51536396575231
 07/01  05:50:00,25.5213250217772
 07/01  05:51:00,25.52726582556436
 07/01  05:52:00,25.533193297403546
 07/01  05:53:00,25.53911170722578
 07/01  05:54:00,25.545023095313763
 07/01  05:55:00,25.550929371381816
 07/01  05:56:00,25.556835296213546
 07/01  05:57:00,25.56274614517925
 07/01  05:58:00,25.56866577431465
 07/01  05:59:00,25.574596861059945
 07/01  06:00:00,25.5805415151653
 07/01  06:01:00,25.586485544262906
 07/01  06:02:00,25.59241450510594
 07/01  06:03:00,25.598278646988877
 07/01  06:04:00,25.60405064879966
 07/01  06:05:00,25.609727143865886
 07/01  06:06:00,25.615314568298807
 07/01  06:07:00,25.620816768850528
 07/01  06:08:00,25.62623323614501
 07/01  06:09:00,25.63156276727965
 07/01  06:10:00,25.636805153314697
 07/01  06:11:00,25.64196170875157
 07/01  06:12:00,25.647035223167425
 07/01  06:13:00,25.652029654622744
 07/01  06:14:00,25.657464604891
 07/01  06:15:00,25.663186187645167
 07/01  06:16:00,25.66894416863536
 07/01  06:17:00,25.674606484530766
 07/01  06:18:00,25.680140551456205
 07/01  06:19:00,25.685557673527274
 07/01  06:20:00,25.69088147235887
 07/01  06:21:00,25.696131639443088
 07/01  06:22:00,25.701320589585574
 07/01  06:23:00,25.706456392448498
 07/01  06:24:00,25.711545448627227
 07/01  06:25:00,25.71659361127431
 07/01  06:26:00,25.721605733305655
 07/01  06:27:00,25.726586414304386
 07/01  06:28:00,25.731540286013093
 07/01  06:29:00,25.736471797899718
 07/01  06:30:00,25.741385116388667
 07/01  06:31:00,25.74631470619534
 07/01  06:32:00,25.751281713499456
 07/01  06:33:00,25.756292641244205
 07/01  06:34:00,25.76134723152893
 07/01  06:35:00,25.766443522744865
 07/01  06:36:00,25.77157976364804
 07/01  06:37:00,25.776754612404357
 07/01  06:38:00,25.78196808384265
 07/01  06:39:00,25.7872203206957
 07/01  06:40:00,25.792510767817944
 07/01  06:41:00,25.797838333381403
 07/01  06:42:00,25.803201787353906
 07/01  06:43:00,25.808599887319183
 07/01  06:44:00,25.814033085802492
 07/01  06:45:00,25.81950191748182
 07/01  06:46:00,25.825010325484694
 07/01  06:47:00,25.830564162183947
 07/01  06:48:00,25.83616569826271
 07/01  06:49:00,25.841813189473804
 07/01  06:50:00,25.847505506978237
 07/01  06:51:00,25.853241463708702
 07/01  06:52:00,25.859406069325736
 07/01  06:53:00,25.865874212597948
 07/01  06:54:00,25.869745748270986
 07/01  06:55:00,25.872004571169814
 07/01  06:56:00,25.87664587332758
 07/01  06:57:00,25.880050313549898
 07/01  06:58:00,25.881040929942305
 07/01  06:59:00,25.886032586714336
 07/01  07:00:00,25.892183594907674
 07/01  07:01:00,25.90083794820735
 07/01  07:02:00,25.918672609202925
 07/01  07:03:00,25.941808732571563
 07/01  07:04:00,25.95773657123319
 07/01  07:05:00,25.97373743499377
 07/01  07:06:00,25.9925293207197
 07/01  07:07:00,26.00685742793684
 07/01  07:08:00,26.016951555745468
 07/01  07:09:00,26.03177068085899
 07/01  07:10:00,26.046471117731212
 07/01  07:11:00,26.052783880271473
 07/01  07:12:00,26.064230697618786
 07/01  07:13:00,26.07906438700368
 07/01  07:14:00,26.086830622188614
 07/01  07:15:00,26.095576336144
 07/01  07:16:00,26.1101263428756
 07/01  07:17:00,26.120907639059695
 07/01  07:18:00,26.127006094710886
 07/01  07:19:00,26.13918144397089
 07/01  07:20:00,26.155568464212028
 07/01  07:21:00,26.16527283327942
 07/01  07:22:00,26.17757094739649
 07/01  07:23:00,26.193290714978687
 07/01  07:24:00,26.2053797821739
 07/01  07:25:00,26.21451829294243
 07/01  07:26:00,26.22452996978107
 07/01  07:27:00,26.22776259311927
 07/01  07:28:00,26.229145542909784
 07/01  07:29:00,26.23934876828136
 07/01  07:30:00,26.24939081906
 07/01  07:31:00,26.249922015462165
 07/01  07:32:00,26.259672031650453
 07/01  07:33:00,26.27636745368237
 07/01  07:34:00,26.28214871955262
 07/01  07:35:00,26.28092665864516
 07/01  07:36:00,26.289364493894738
 07/01  07:37:00,26.297574668439
 07/01  07:38:00,26.29248060373547
 07/01  07:39:00,26.29947988167533
 07/01  07:40:00,26.315943850074234
 07/01  07:41:00,26.320483360392505
 07/01  07:42:00,26.327163847692646
 07/01  07:43:00,26.341279554700524
 07/01  07:44:00,26.3488348453793
 07/01  07:45:00,26.349245496920673
 07/01  07:46:00,26.358472760515497
 07/01  07:47:00,26.368973313790175
 07/01  07:48:00,26.36432536810425
 07/01  07:49:00,26.37005931462754
 07/01  07:50:00,26.38514659712024
 07/01  07:51:00,26.379173636970194
 07/01  07:52:00,26.37984460414485
 07/01  07:53:00,26.39298444571106
 07/01  07:54:00,26.39828301819927
 07/01  07:55:00,26.396545957322253
 07/01  07:56:00,26.4064104928708
 07/01  07:57:00,26.420776421203136
 07/01  07:58:00,26.415597767040357
 07/01  07:59:00,26.420865513886838
 07/01  08:00:00,26.43657661118012
 07/01  08:01:00,26.43465907509261
 07/01  08:02:00,26.245300388705445
 07/01  08:03:00,26.0535655665579
 07/01  08:04:00,25.943405568507604
 07/01  08:05:00,25.544759324134557
 07/01  08:06:00,25.107784892879547
 07/01  08:07:00,24.962949588855274
 07/01  08:08:00,24.751780863148465
 07/01  08:09:00,24.309930081309258
 07/01  08:10:00,24.217994610727413
 07/01  08:11:00,24.23956260375036
 07/01  08:12:00,23.86548126866013
 07/01  08:13:00,23.739177552245597
 07/01  08:14:00,23.85325036904318
 07/01  08:15:00,23.697136306446772
 07/01  08:16:00,23.508107100814833
 07/01  08:17:00,23.60154393922815
 07/01  08:18:00,23.71231832685769
 07/01  08:19:00,23.466877416608064
 07/01  08:20:00,23.455766750005964
 07/01  08:21:00,23.62116889141766
 07/01  08:22:00,23.455051602715887
 07/01  08:23:00,23.32519947367379
 07/01  08:24:00,23.449852716980548
 07/01  08:25:00,23.518848181019706
 07/01  08:26:00,23.314429250201066
 07/01  08:27:00,23.361848970625175
 07/01  08:28:00,23.54024447384244
 07/01  08:29:00,23.318638059384917
 07/01  08:30:00,23.230534588567128
 07/01  08:31:00,23.377604758850396
 07/01  08:32:00,23.360476935786537
 07/01  08:33:00,23.187142795132008
 07/01  08:34:00,23.28343447762641
 07/01  08:35:00,23.44818807426743
 07/01  08:36:00,23.193193320813716
 07/01  08:37:00,23.167431011397735
 07/01  08:38:00,23.33774075351256
 07/01  08:39:00,23.17903173558097
 07/01  08:40:00,23.02565334449417
 07/01  08:41:00,23.14744860245361
 07/01  08:42:00,23.229464773659615
 07/01  08:43:00,22.99029383593055
 07/01  08:44:00,23.015077824699002
 07/01  08:45:00,23.19390800736287
 07/01  08:46:00,22.956833693703825
 07/01  08:47:00,22.83970382125925
 07/01  08:48:00,22.990628501919286
 07/01  08:49:00,22.97623257151739
 07/01  08:50:00,22.763500398632328
 07/01  08:51:00,22.855573810018733
 07/01  08:52:00,23.03492825132363
 07/01  08:53:00,22.749536081707568
 07/01  08:54:00,22.702226330962446
 07/01  08:55:00,22.886778450636363
 07/01  08:56:00,22.742487319338625
 07/01  08:57:00,22.571404380885042
 07/01  08:58:00,22.707518611428082
 07/01  08:59:00,22.83390985593537
 07/01  09:00:00,22.57308457602863
 07/01  09:01:00,22.58328824684644
 07/01  09:02:00,22.78711065678695
 07/01  09:03:00,22.595255280049308
 07/01  09:04:00,22.46214955008941
 07/01  09:05:00,22.620879455949932
 07/01  09:06:00,22.687685165742163
 07/01  09:07:00,22.459517956603378
 07/01  09:08:00,22.516777878377646
 07/01  09:09:00,22.71328519240417
 07/01  09:10:00,22.50718751387831
 07/01  09:11:00,22.44740183530835
 07/01  09:12:00,22.63044134559582
 07/01  09:13:00,22.62472617008683
 07/01  09:14:00,22.46829322079186
 07/01  09:15:00,22.58629067714838
 07/01  09:16:00,22.7701229049979
 07/01  09:17:00,22.595311648196216
 07/01  09:18:00,22.60458932815911
 07/01  09:19:00,22.80487706291544
 07/01  09:20:00,22.749509105574603
 07/01  09:21:00,22.641149801331498
 07/01  09:22:00,22.78263185577875
 07/01  09:23:00,22.927192032174
 07/01  09:24:00,22.765229180937002
 07/01  09:25:00,22.798587547545313
 07/01  09:26:00,22.990650563697915
 07/01  09:27:00,22.907470040008988
 07/01  09:28:00,22.82917809715213
 07/01  09:29:00,22.969177626928715
 07/01  09:30:00,23.087191810970644
 07/01  09:31:00,22.953154108597975
 07/01  09:32:00,23.00217885400984
 07/01  09:33:00,23.17813688363817
 07/01  09:34:00,23.106791611487477
 07/01  09:35:00,23.058037437564195
 07/01  09:36:00,23.19234411704622
 07/01  09:37:00,23.27443688441789
 07/01  09:38:00,23.14976847270525
 07/01  09:39:00,23.20194239666912
 07/01  09:40:00,23.341205244438857
 07/01  09:41:00,23.24510025596693
 07/01  09:42:00,23.21560088896289
 07/01  09:43:00,23.34831429821714
 07/01  09:44:00,23.35337232206844
 07/01  09:45:00,23.23517044401131
 07/01  09:46:00,23.307774132600642
 07/01  09:47:00,23.415397103539807
 07/01  09:48:00,23.29405025081
 07/01  09:49:00,23.2913665961227
 07/01  09:50:00,23.428242623870947
 07/01  09:51:00,23.365956142115184
 07/01  09:52:00,23.26875972487151
 07/01  09:53:00,23.35523945236951
 07/01  09:54:00,23.441415910811777
 07/01  09:55:00,23.3194945999157
 07/01  09:56:00,23.333599286971122
 07/01  09:57:00,23.466003828910733
 07/01  09:58:00,23.392002671454883
 07/01  09:59:00,23.320757087210342
 07/01  10:00:00,23.428939035908094
 07/01  10:01:00,23.502101672871994
 07/01  10:02:00,23.373040211469178
 07/01  10:03:00,23.398719707982103
 07/01  10:04:00,23.51669089428249
 07/01  10:05:00,23.434985114898144
 07/01  10:06:00,23.395295453736296
 07/01  10:07:00,23.512102487320703
 07/01  10:08:00,23.52941106815129
 07/01  10:09:00,23.42201255114703
 07/01  10:10:00,23.47418142575248
 07/01  10:11:00,23.561807894453825
 07/01  10:12:00,23.496201210311064
 07/01  10:13:00,23.494578822626295
 07/01  10:14:00,23.614144931702825
 07/01  10:15:00,23.58627388606519
 07/01  10:16:00,23.496019477115762
 07/01  10:17:00,23.560692032628477
 07/01  10:18:00,23.631689600301268
 07/01  10:19:00,23.54891474619508
 07/01  10:20:00,23.557142226867423
 07/01  10:21:00,23.67023183276641
 07/01  10:22:00,23.626302336229255
 07/01  10:23:00,23.550116931212035
 07/01  10:24:00,23.62041336272985
 07/01  10:25:00,23.67634668494354
 07/01  10:26:00,23.589875793410265
 07/01  10:27:00,23.600774089700238
 07/01  10:28:00,23.69788933288503
 07/01  10:29:00,23.65889370767902
 07/01  10:30:00,23.60979457548082
 07/01  10:31:00,23.68686111212791
 07/01  10:32:00,23.697040350338632
 07/01  10:33:00,23.621211124906957
 07/01  10:34:00,23.65183455175668
 07/01  10:35:00,23.723127820944082
 07/01  10:36:00,23.67994536553836
 07/01  10:37:00,23.66067784811031
 07/01  10:38:00,23.75145594904497
 07/01  10:39:00,23.72756842854421
 07/01  10:40:00,23.6517928090245
 07/01  10:41:00,23.701182791234427
 07/01  10:42:00,23.766260601616956
 07/01  10:43:00,23.703051072097026
 07/01  10:44:00,23.702719403581167
 07/01  10:45:00,23.802556676891815
 07/01  10:46:00,23.770326014680528
 07/01  10:47:00,23.701312508655285
 07/01  10:48:00,23.761470219778673
 07/01  10:49:00,23.813051282098044
 07/01  10:50:00,23.745581857337818
 07/01  10:51:00,23.75342419014437
 07/01  10:52:00,23.840546311035574
 07/01  10:53:00,23.81426441323436
 07/01  10:54:00,23.76543426726852
 07/01  10:55:00,23.824127241103298
 07/01  10:56:00,23.825223921732167
 07/01  10:57:00,23.770541090472182
 07/01  10:58:00,23.792927096339753
 07/01  10:59:00,23.85217149720027
 07/01  11:00:00,23.82261299132514
 07/01  11:01:00,23.78988562916472
 07/01  11:02:00,23.848797033142542
 07/01  11:03:00,23.837065289796932
 07/01  11:04:00,23.784801762963788
 07/01  11:05:00,23.809079423397396
 07/01  11:06:00,23.857427821130898
 07/01  11:07:00,23.80517268478297
 07/01  11:08:00,23.786301979276068
 07/01  11:09:00,23.84568813346442
 07/01  11:10:00,23.797785385515457
 07/01  11:11:00,23.774341804746122
 07/01  11:12:00,23.816957402518096
 07/01  11:13:00,23.844303639464293
 07/01  11:14:00,23.805216163451863
 07/01  11:15:00,23.80586233467935
 07/01  11:16:00,23.859576218174144
 07/01  11:17:00,23.8144789392585
 07/01  11:18:00,23.816482516280654
 07/01  11:19:00,23.863329694126836
 07/01  11:20:00,23.848278421280767
 07/01  11:21:00,23.82117930780602
 07/01  11:22:00,23.836081391017544
 07/01  11:23:00,23.874323108703614
 07/01  11:24:00,23.825133763097384
 07/01  11:25:00,23.830974803896495
 07/01  11:26:00,23.88061266270593
 07/01  11:27:00,23.84031746556395
 07/01  11:28:00,23.82186852162316
 07/01  11:29:00,23.84375627213959
 07/01  11:30:00,23.87962664590418
 07/01  11:31:00,23.835774968604323
 07/01  11:32:00,23.831397211574423
 07/01  11:33:00,23.87763601286674
 07/01  11:34:00,23.83768763398002
 07/01  11:35:00,23.83501523317608
 07/01  11:36:00,23.869905906071146
 07/01  11:37:00,23.892333839206408
 07/01  11:38:00,23.863591221852538
 07/01  11:39:00,23.864235142926482
 07/01  11:40:00,23.900351682706038
 07/01  11:41:00,23.863677260245282
 07/01  11:42:00,23.870749249257464
 07/01  11:43:00,23.905020320786416
 07/01  11:44:00,23.889589054129008
 07/01  11:45:00,23.876088524023142
 07/01  11:46:00,23.883006602546306
 07/01  11:47:00,23.902259950449075
 07/01  11:48:00,23.860782496268737
 07/01  11:49:00,23.873166629683105
 07/01  11:50:00,23.907861797942736
 07/01  11:51:00,23.870637135890195
 07/01  11:52:00,23.866788071248845
 07/01  11:53:00,23.87966121851075
 07/01  11:54:00,23.892466585406304
 07/01  11:55:00,23.852366381770075
 07/01  11:56:00,23.868116949392473
 07/01  11:57:00,23.900872071323533
 07/01  11:58:00,23.868475414818025
 07/01  11:59:00,23.89190713077296
 07/01  12:00:00,23.9180561406027
 07/01  12:01:00,23.909597738247605
 07/01  12:02:00,23.88718770659702
 07/01  12:03:00,23.903917808656594
 07/01  12:04:00,23.92635237760366
 07/01  12:05:00,23.91071320746482
 07/01  12:06:00,23.94170133452367
 07/01  12:07:00,23.971217682426335
 07/01  12:08:00,23.944836029941676
 07/01  12:09:00,23.930624487558223
 07/01  12:10:00,23.929206248906695
 07/01  12:11:00,23.93724545647538
 07/01  12:12:00,23.903259972597876
 07/01  12:13:00,23.92174951046341
 07/01  12:14:00,23.950318375705667
 07/01  12:15:00,23.922967479354742
