Date/Time,qint_lump
 07/01  04:25:00,410.24121262653955
 07/01  04:26:00,409.74317410323647
 07/01  04:27:00,409.2457324490576
 07/01  04:28:00,408.7488798478986
 07/01  04:29:00,408.2526077538898
 07/01  04:30:00,407.75690751810293
 07/01  04:31:00,407.2617708373436
 07/01  04:32:00,406.7671928859009
 07/01  04:33:00,406.2731701226809
 07/01  04:34:00,405.77969803475503
 07/01  04:35:00,405.28677112115724
 07/01  04:36:00,404.79438355570426
 07/01  04:37:00,404.30252966359666
 07/01  04:38:00,403.81120708617254
 07/01  04:39:00,403.3204145805271
 07/01  04:40:00,402.8301497709092
 07/01  04:41:00,402.3404091468049
 07/01  04:42:00,401.8511887410481
 07/01  04:43:00,401.36248461820503
 07/01  04:44:00,400.874296019962
 07/01  04:45:00,400.3866231873909
 07/01  04:46:00,399.8994651510481
 07/01  04:47:00,399.4128197422397
 07/01  04:48:00,398.9266842774233
 07/01  04:49:00,398.4410560551936
 07/01  04:50:00,397.95593546215633
 07/01  04:51:00,397.4713238610667
 07/01  04:52:00,396.98722149578856
 07/01  04:53:00,396.5036276578566
 07/01  04:54:00,396.02054070432496
 07/01  04:55:00,395.53795735811565
 07/01  04:56:00,395.0558769451782
 07/01  04:57:00,394.574299963602
 07/01  04:58:00,394.0932259948235
 07/01  04:59:00,393.61265358189894
 07/01  05:00:00,393.1325807834138
 07/01  05:01:00,610.7063160182166
 07/01  05:02:00,610.7554847979137
 07/01  05:03:00,610.7963210270722
 07/01  05:04:00,610.8435230885789
 07/01  05:05:00,610.9001961444337
 07/01  05:06:00,610.9651648564345
 07/01  05:07:00,611.0367487393426
 07/01  05:08:00,611.1139858316104
 07/01  05:09:00,611.1963183810732
 07/01  05:10:00,611.2833437910792
 07/01  05:11:00,611.3746996749126
 07/01  05:12:00,611.4700207486345
 07/01  05:13:00,611.5689734414044
 07/01  05:14:00,611.6712270730436
 07/01  05:15:00,611.7764634545257
 07/01  05:16:00,611.884387167101
 07/01  05:17:00,611.9947264363701
 07/01  05:18:00,612.1072310613514
 07/01  05:19:00,612.2216827110711
 07/01  05:20:00,612.3378661219523
 07/01  05:21:00,612.4555746866016
 07/01  05:22:00,612.5746323075869
 07/01  05:23:00,612.6948820086893
 07/01  05:24:00,612.8161801574939
 07/01  05:25:00,612.9383941179971
 07/01  05:26:00,613.0614006166288
 07/01  05:27:00,613.1850841055568
 07/01  05:28:00,613.3093507635361
 07/01  05:29:00,613.4341182568214
 07/01  05:30:00,613.5593083671636
 07/01  05:31:00,613.6848488021559
 07/01  05:32:00,613.81067346739
 07/01  05:33:00,613.9367211530673
 07/01  05:34:00,614.0629348324535
 07/01  05:35:00,614.1892617087747
 07/01  05:36:00,614.309959643463
 07/01  05:37:00,614.4266375193846
 07/01  05:38:00,614.541812327177
 07/01  05:39:00,614.6568341504925
 07/01  05:40:00,614.7720923881618
 07/01  05:41:00,614.8870712824561
 07/01  05:42:00,615.001870978324
 07/01  05:43:00,615.0877112041426
 07/01  05:44:00,615.1520407888461
 07/01  05:45:00,615.2081108150741
 07/01  05:46:00,615.2632786329985
 07/01  05:47:00,615.3198870388594
 07/01  05:48:00,615.3780602715408
 07/01  05:49:00,615.4374138896452
 07/01  05:50:00,615.4976057285185
 07/01  05:51:00,615.55844039284
 07/01  05:52:00,615.619829929581
 07/01  05:53:00,615.6817284524797
 07/01  05:54:00,615.7441205613047
 07/01  05:55:00,615.8069914453795
 07/01  05:56:00,615.8702783610031
 07/01  05:57:00,615.9339128538029
 07/01  05:58:00,615.9978516281949
 07/01  05:59:00,616.0620707548528
 07/01  06:00:00,616.126555014603
 07/01  06:01:00,616.0237608071504
 07/01  06:02:00,615.9207546493168
 07/01  06:03:00,615.8182267466566
 07/01  06:04:00,615.7165666781821
 07/01  06:05:00,615.6158226539244
 07/01  06:06:00,615.5158801904937
 07/01  06:07:00,615.4166325821265
 07/01  06:08:00,615.3180097754824
 07/01  06:09:00,615.2199491978747
 07/01  06:10:00,615.1223888578436
 07/01  06:11:00,615.0252652872786
 07/01  06:12:00,614.9285136486483
 07/01  06:13:00,614.8320690969819
 07/01  06:14:00,614.7285887262988
 07/01  06:15:00,614.6201899168148
 07/01  06:16:00,614.5104073869077
 07/01  06:17:00,614.4011395498131
 07/01  06:18:00,614.2928906819055
 07/01  06:19:00,614.1855461983508
 07/01  06:20:00,614.078795226284
 07/01  06:21:00,613.9723799205946
 07/01  06:22:00,613.8661542793665
 07/01  06:23:00,613.7600392174368
 07/01  06:24:00,613.6539800906914
 07/01  06:25:00,613.5479282461088
 07/01  06:26:00,613.441830367096
 07/01  06:27:00,613.335635499801
 07/01  06:28:00,613.2292997356572
 07/01  06:29:00,613.1227856979389
 07/01  06:30:00,613.0160601207278
 07/01  06:31:00,612.908629207471
 07/01  06:32:00,612.8001780755977
 07/01  06:33:00,612.6906120156913
 07/01  06:34:00,612.5799461283841
 07/01  06:35:00,612.4682254777596
 07/01  06:36:00,612.3554925225764
 07/01  06:37:00,612.2417821945947
 07/01  06:38:00,612.1270959190497
 07/01  06:39:00,612.0114325119969
 07/01  06:40:00,611.8948068225544
 07/01  06:41:00,611.7772448216483
 07/01  06:42:00,611.6587750808527
 07/01  06:43:00,611.539425480163
 07/01  06:44:00,611.4191882109293
 07/01  06:45:00,611.298053780445
 07/01  06:46:00,611.1759607198028
 07/01  06:47:00,611.0528175858799
 07/01  06:48:00,610.9285907418546
 07/01  06:49:00,610.8033110809142
 07/01  06:50:00,610.6769940894236
 07/01  06:51:00,610.5496562330328
 07/01  06:52:00,610.415532700237
 07/01  06:53:00,610.2764636730215
 07/01  06:54:00,610.180022193811
 07/01  06:55:00,610.1100476581832
 07/01  06:56:00,610.0004199280406
 07/01  06:57:00,609.9110605182702
 07/01  06:58:00,609.8617151266303
 07/01  06:59:00,609.7456010036336
 07/01  07:00:00,609.6098329367456
 07/01  07:01:00,841.1242553317533
 07/01  07:02:00,841.1587501488168
 07/01  07:03:00,841.0976474554758
 07/01  07:04:00,841.1404993473697
 07/01  07:05:00,841.1676201639896
 07/01  07:06:00,841.136205030743
 07/01  07:07:00,841.1660863232431
 07/01  07:08:00,841.2606503015824
 07/01  07:09:00,841.2732411390386
 07/01  07:10:00,841.2772132517687
 07/01  07:11:00,841.4169594408361
 07/01  07:12:00,841.4715123914126
 07/01  07:13:00,841.4638329993172
 07/01  07:14:00,841.5670805630016
 07/01  07:15:00,841.6553151027335
 07/01  07:16:00,841.64701817496
 07/01  07:17:00,841.6911177228018
 07/01  07:18:00,841.8142001500972
 07/01  07:19:00,841.837595162195
 07/01  07:20:00,841.7903102994583
 07/01  07:21:00,885.4094285285205
 07/01  07:22:00,885.3724897758295
 07/01  07:23:00,885.2487487890339
 07/01  07:24:00,885.1808528698947
 07/01  07:25:00,885.1680833782541
 07/01  07:26:00,885.1396426911792
 07/01  07:27:00,885.2202939721509
 07/01  07:28:00,885.347521305557
 07/01  07:29:00,885.337528829681
 07/01  07:30:00,885.3212293673373
 07/01  07:31:00,885.4752397054275
 07/01  07:32:00,885.4855351621093
 07/01  07:33:00,885.3846970036633
 07/01  07:34:00,885.4592912502353
 07/01  07:35:00,885.6416559862382
 07/01  07:36:00,885.671280703765
 07/01  07:37:00,885.7043089560749
 07/01  07:38:00,885.9502022761955
 07/01  07:39:00,886.0080944133665
 07/01  07:40:00,885.9183299974858
 07/01  07:41:00,885.4599280302299
 07/01  07:42:00,885.555582326922
 07/01  07:43:00,885.5223881426342
 07/01  07:44:00,885.5913325719928
 07/01  07:45:00,885.7715173252253
 07/01  07:46:00,885.8105035130067
 07/01  07:47:00,885.8291532080561
 07/01  07:48:00,886.0897692739663
 07/01  07:49:00,886.1852238524596
 07/01  07:50:00,886.1327087464515
 07/01  07:51:00,886.414506729756
 07/01  07:52:00,886.5912597953745
 07/01  07:53:00,886.5711270975077
 07/01  07:54:00,886.6750311108916
 07/01  07:55:00,886.8903565796758
 07/01  07:56:00,886.9222573269216
 07/01  07:57:00,886.8831594665571
 07/01  07:58:00,887.1531392536446
 07/01  07:59:00,887.257810534003
 07/01  08:00:00,887.197208366164
 07/01  08:01:00,887.4647001026223
 07/01  08:02:00,890.5356448145302
 07/01  08:03:00,893.6236579261172
 07/01  08:04:00,895.2164617837516
 07/01  08:05:00,898.7942420356803
 07/01  08:06:00,904.2631870606062
 07/01  08:07:00,907.4034430831613
 07/01  08:08:00,908.9133673162548
 07/01  08:09:00,913.6032431619518
 07/01  08:10:00,916.5911329599394
 07/01  08:11:00,916.5373128005834
 07/01  08:12:00,918.9333946270561
 07/01  08:13:00,922.4501285445507
 07/01  08:14:00,922.6206966760574
 07/01  08:15:00,921.8592203555991
 07/01  08:16:00,925.0355746566079
 07/01  08:17:00,925.7618657680617
 07/01  08:18:00,924.0586856081983
 07/01  08:19:00,925.9956532963099
 07/01  08:20:00,927.9139696275323
 07/01  08:21:00,927.0403164153194
 07/01  08:22:00,926.5696390596245
 07/01  08:23:00,929.2343393458252
 07/01  08:24:00,929.3245561050896
 07/01  08:25:00,927.6934095445932
 07/01  08:26:00,929.6111983932788
 07/01  08:27:00,930.6753462940824
 07/01  08:28:00,929.2207952299918
 07/01  08:29:00,929.7695870418422
 07/01  08:30:00,932.2203363724776
 07/01  08:31:00,931.8870865075697
 07/01  08:32:00,930.6559504090292
 07/01  08:33:00,932.7918125866463
 07/01  08:34:00,933.2313053368678
 07/01  08:35:00,931.3524752405845
 07/01  08:36:00,932.9612490086624
 07/01  08:37:00,935.0465976580069
 07/01  08:38:00,934.1942785259705
 07/01  08:39:00,933.5129785024725
 07/01  08:40:00,936.3952443215095
 07/01  08:41:00,885.0514990415612
 07/01  08:42:00,883.6566288889753
 07/01  08:43:00,885.8344617884549
 07/01  08:44:00,886.8035069053448
 07/01  08:45:00,885.5883495604293
 07/01  08:46:00,886.4834021818049
 07/01  08:47:00,888.6234166583417
 07/01  08:48:00,888.2098653221352
 07/01  08:49:00,887.2011814340503
 07/01  08:50:00,889.4549688310848
 07/01  08:51:00,889.6805939190509
 07/01  08:52:00,887.9045851418684
 07/01  08:53:00,889.9671552299295
 07/01  08:54:00,891.8234199725719
 07/01  08:55:00,891.0282961947512
 07/01  08:56:00,890.4630228273098
 07/01  08:57:00,892.8336400283533
 07/01  08:58:00,892.733200744101
 07/01  08:59:00,890.7875780653328
 07/01  09:00:00,893.0969323270449
 07/01  09:01:00,948.4344756544208
 07/01  09:02:00,946.2754026867387
 07/01  09:03:00,947.1771679275187
 07/01  09:04:00,949.6439148890233
 07/01  09:05:00,948.4428291766833
 07/01  09:06:00,946.7588128665609
 07/01  09:07:00,949.5840554666261
 07/01  09:08:00,949.8934758995973
 07/01  09:09:00,947.543775028594
 07/01  09:10:00,949.0639832976151
 07/01  09:11:00,950.8774893288968
 07/01  09:12:00,949.2477361301139
 07/01  09:13:00,948.1726566709435
 07/01  09:14:00,950.6709809335189
 07/01  09:15:00,950.1166535583835
 07/01  09:16:00,947.608430365457
 07/01  09:17:00,949.3217944784229
 07/01  09:18:00,950.3162634023648
 07/01  09:19:00,948.2998035112208
 07/01  09:20:00,947.6320210581163
 07/01  09:21:00,896.8352936356645
 07/01  09:22:00,896.5555709805183
 07/01  09:23:00,894.412706794598
 07/01  09:24:00,895.9217851118717
 07/01  09:25:00,896.9114429958893
 07/01  09:26:00,895.8125663349151
 07/01  09:27:00,894.7671858799771
 07/01  09:28:00,896.3827444642499
 07/01  09:29:00,896.0188935220567
 07/01  09:30:00,893.9914177846717
 07/01  09:31:00,895.3398565363402
 07/01  09:32:00,896.0413961643292
 07/01  09:33:00,894.9379834401348
 07/01  09:34:00,894.108343428539
 07/01  09:35:00,895.4357236681668
 07/01  09:36:00,895.0151890857978
 07/01  09:37:00,893.2671586938407
 07/01  09:38:00,894.8198930317528
 07/01  09:39:00,895.4383503391305
 07/01  09:40:00,894.3446445502884
 07/01  09:41:00,894.2480178359543
 07/01  09:42:00,895.5758483808152
 07/01  09:43:00,895.0884933807961
 07/01  09:44:00,893.6371494529425
 07/01  09:45:00,895.4222192566103
 07/01  09:46:00,895.7732527696201
 07/01  09:47:00,894.4636649847812
 07/01  09:48:00,895.1737903859787
 07/01  09:49:00,896.3994490874503
 07/01  09:50:00,895.8061253233188
 07/01  09:51:00,894.7220030230749
 07/01  09:52:00,896.5963370465037
 07/01  09:53:00,896.8121902682125
 07/01  09:54:00,895.2752475928809
 07/01  09:55:00,896.5477951902026
 07/01  09:56:00,897.6820151461849
 07/01  09:57:00,896.9463436723731
 07/01  09:58:00,896.2272854145795
 07/01  09:59:00,898.0250124057089
 07/01  10:00:00,897.8362964267468
 07/01  10:01:00,896.0646827210749
 07/01  10:02:00,897.9219447837033
 07/01  10:03:00,898.9232143813502
 07/01  10:04:00,897.94308833751
 07/01  10:05:00,897.7407808087462
 07/01  10:06:00,899.3750965866741
 07/01  10:07:00,898.9934385639688
 07/01  10:08:00,897.2234373214436
 07/01  10:09:00,899.1948451024416
 07/01  10:10:00,899.8654736270333
 07/01  10:11:00,898.6354263684597
 07/01  10:12:00,898.7408982356161
 07/01  10:13:00,899.9730061585745
 07/01  10:14:00,899.4756578797145
 07/01  10:15:00,898.0114527385916
 07/01  10:16:00,899.9673589358636
 07/01  10:17:00,900.4500603615103
 07/01  10:18:00,899.0814484267871
 07/01  10:19:00,899.805216687906
 07/01  10:20:00,900.9636170037589
 07/01  10:21:00,900.3878367393902
 07/01  10:22:00,899.3333064865703
 07/01  10:23:00,901.2360421224279
 07/01  10:24:00,901.5925696061352
 07/01  10:25:00,900.1433089603237
 07/01  10:26:00,901.2067036213148
 07/01  10:27:00,902.376828081072
 07/01  10:28:00,901.6953796386246
 07/01  10:29:00,900.8654293793123
 07/01  10:30:00,902.6499544417939
 07/01  10:31:00,902.8598153057981
 07/01  10:32:00,901.3982814307328
 07/01  10:33:00,902.7453941305453
 07/01  10:34:00,903.691184813258
 07/01  10:35:00,902.7372887534709
 07/01  10:36:00,902.4821706778177
 07/01  10:37:00,904.018095426222
 07/01  10:38:00,903.9249472587081
 07/01  10:39:00,902.5721182954528
 07/01  10:40:00,904.2768597435639
 07/01  10:41:00,904.9316876704391
 07/01  10:42:00,903.6524376342435
 07/01  10:43:00,904.0779336954647
 07/01  10:44:00,905.3465765799953
 07/01  10:45:00,904.8564252820656
 07/01  10:46:00,903.7146271485697
 07/01  10:47:00,905.5205724205771
 07/01  10:48:00,905.9517929316414
 07/01  10:49:00,904.5272385360605
 07/01  10:50:00,905.2943188980167
 07/01  10:51:00,906.4656236298733
 07/01  10:52:00,905.8170984749908
 07/01  10:53:00,904.858009916953
 07/01  10:54:00,906.7106105809378
 07/01  10:55:00,907.192055305472
 07/01  10:56:00,905.8596254008835
 07/01  10:57:00,906.8697445057795
 07/01  10:58:00,907.9403916731799
 07/01  10:59:00,907.0791866849573
 07/01  11:00:00,906.6642863550526
 07/01  11:01:00,602.151686315317
 07/01  11:02:00,602.1088788371679
 07/01  11:03:00,600.9691664012627
 07/01  11:04:00,601.2300366296487
 07/01  11:05:00,601.4564009714891
 07/01  11:06:00,600.3316424103613
 07/01  11:07:00,600.0315232486489
 07/01  11:08:00,600.7705309976964
 07/01  11:09:00,600.6060761291653
 07/01  11:10:00,599.8383298307606
 07/01  11:11:00,599.8409053489046
 07/01  11:12:00,599.9517058192516
 07/01  11:13:00,598.9048843770763
 07/01  11:14:00,598.7083233007997
 07/01  11:15:00,599.3168709604247
 07/01  11:16:00,599.0590205810588
 07/01  11:17:00,598.5909179337722
 07/01  11:18:00,598.611401123698
 07/01  11:19:00,598.7847331972205
 07/01  11:20:00,597.9487581720814
 07/01  11:21:00,597.778146743318
 07/01  11:22:00,598.2867836032232
 07/01  11:23:00,597.8242932393069
 07/01  11:24:00,597.7129027868214
 07/01  11:25:00,597.9411459771644
 07/01  11:26:00,598.0962562623941
 07/01  11:27:00,597.5099390793132
 07/01  11:28:00,597.3318375058143
 07/01  11:29:00,597.7559057276055
 07/01  11:30:00,597.0373349206805
 07/01  11:31:00,596.9568675184356
 07/01  11:32:00,597.5006007102617
 07/01  11:33:00,597.5199815146567
 07/01  11:34:00,596.9853146230048
 07/01  11:35:00,596.8077591368382
 07/01  11:36:00,597.0440508518082
 07/01  11:37:00,596.1472569105078
 07/01  11:38:00,595.9470399564734
 07/01  11:39:00,596.4945477070181
 07/01  11:40:00,596.3218673823773
 07/01  11:41:00,595.8956513749612
 07/01  11:42:00,595.8705922660187
 07/01  11:43:00,596.1564564914497
 07/01  11:44:00,595.3798666690251
 07/01  11:45:00,595.0866228634269
 07/01  11:46:00,595.6648681832535
 07/01  11:47:00,595.3885847275184
 07/01  11:48:00,595.2532187154526
 07/01  11:49:00,595.3342297165448
 07/01  11:50:00,595.5728631626374
 07/01  11:51:00,595.024583861835
 07/01  11:52:00,594.6905590265555
 07/01  11:53:00,595.1862761967946
 07/01  11:54:00,594.6932404957787
 07/01  11:55:00,594.6336189557308
 07/01  11:56:00,594.7537486895982
 07/01  11:57:00,594.7594595267618
 07/01  11:58:00,594.2736952910021
 07/01  11:59:00,593.8530563969002
 07/01  12:00:00,594.2047071539454
 07/01  12:01:00,691.6001449397513
 07/01  12:02:00,692.1854776218607
 07/01  12:03:00,692.4316698244712
 07/01  12:04:00,692.152915403643
 07/01  12:05:00,692.2325031558202
 07/01  12:06:00,692.190423415016
 07/01  12:07:00,692.04758364992
 07/01  12:08:00,691.9626356658927
 07/01  12:09:00,692.5087502918722
 07/01  12:10:00,693.0886185982861
 07/01  12:11:00,692.9550816420488
 07/01  12:12:00,693.4419816304151
 07/01  12:13:00,693.6399624629289
 07/01  12:14:00,693.4903003296862
 07/01  12:15:00,693.5484007917785
 07/01  12:16:00,693.6886779485537
 07/01  12:17:00,693.9417132528391
