Date/Time,qint_lump
 07/09  20:34:00,493.34155164149547
 07/09  20:35:00,492.7691193448269
 07/09  20:36:00,492.19270622512323
 07/09  20:37:00,491.61232327635327
 07/09  20:38:00,491.02798042336923
 07/09  20:39:00,490.4396862492062
 07/09  20:40:00,489.8474486375637
 07/09  20:41:00,489.2512741529373
 07/09  20:42:00,488.6511688387069
 07/09  20:43:00,488.0471376200155
 07/09  20:44:00,487.43918711834306
 07/09  20:45:00,486.82732313012446
 07/09  20:46:00,486.21154998349976
 07/09  20:47:00,485.59187029058114
 07/09  20:48:00,484.96828625737703
 07/09  20:49:00,484.3407993223034
 07/09  20:50:00,483.7094144149637
 07/09  20:51:00,483.0741359263909
 07/09  20:52:00,482.43496620007676
 07/09  20:53:00,481.7919055406981
 07/09  20:54:00,481.1449538802892
 07/09  20:55:00,480.49411056677775
 07/09  20:56:00,479.83937957184827
 07/09  20:57:00,479.1807644821373
 07/09  20:58:00,478.5182664245934
 07/09  20:59:00,477.85188424972415
 07/09  21:00:00,477.1816164080263
 07/09  21:01:00,476.40048975679474
 07/09  21:02:00,475.6304014467777
 07/09  21:03:00,474.87128956561105
 07/09  21:04:00,474.1227100346581
 07/09  21:05:00,473.3842195434011
 07/09  21:06:00,472.6554789673389
 07/09  21:07:00,471.93623531445144
 07/09  21:08:00,471.22633143627263
 07/09  21:09:00,470.5256365995749
 07/09  21:10:00,469.83401226784724
 07/09  21:11:00,469.1513181229918
 07/09  21:12:00,468.4774237130879
 07/09  21:13:00,467.8122123365898
 07/09  21:14:00,467.15561900928486
 07/09  21:15:00,466.50758897779616
 07/09  21:16:00,465.8680549422096
 07/09  21:17:00,465.2369432389588
 07/09  21:18:00,464.6141837779501
 07/09  21:19:00,463.99971341763273
 07/09  21:20:00,463.39350892593643
 07/09  21:21:00,462.79555201117205
 07/09  21:22:00,462.2058103032406
 07/09  21:23:00,461.6242430063038
 07/09  21:24:00,461.0508098480533
 07/09  21:25:00,460.4854742447099
 07/09  21:26:00,459.92823176384445
 07/09  21:27:00,459.3790805294538
 07/09  21:28:00,458.838005183277
 07/09  21:29:00,458.3049818137187
 07/09  21:30:00,457.77998581875113
 07/09  21:31:00,457.2629947030487
 07/09  21:32:00,456.7540125825039
 07/09  21:33:00,456.25304499702133
 07/09  21:34:00,455.76008528578984
 07/09  21:35:00,455.27511881564055
 07/09  21:36:00,454.79812983620786
 07/09  21:37:00,454.32910389524636
 07/09  21:38:00,453.8680489622696
 07/09  21:39:00,453.4149738714176
 07/09  21:40:00,452.9698766729112
 07/09  21:41:00,452.53274823895265
 07/09  21:42:00,452.10357824888126
 07/09  21:43:00,451.68235722119425
 07/09  21:44:00,451.26909479673253
 07/09  21:45:00,450.86380119354703
 07/09  21:46:00,450.46647715763646
 07/09  21:47:00,450.07711707120967
 07/09  21:48:00,449.69571415947314
 07/09  21:49:00,449.32226222182896
 07/09  21:50:00,448.9567714856725
 07/09  21:51:00,448.59925259192585
 07/09  21:52:00,448.2497079103338
 07/09  21:53:00,447.9081342020382
 07/09  21:54:00,447.57452716956413
 07/09  21:55:00,447.24888292766695
 07/09  21:56:00,446.93121177431675
 07/09  21:57:00,446.6215243307388
 07/09  21:58:00,446.3198240186538
 07/09  21:59:00,446.0261093467554
 07/09  22:00:00,445.7400779663752
 07/09  22:01:00,445.344816395096
 07/09  22:02:00,444.94750094785627
 07/09  22:03:00,444.5482280414428
 07/09  22:04:00,444.1469819173205
 07/09  22:05:00,443.7437138649198
 07/09  22:06:00,443.3383776680156
 07/09  22:07:00,442.9309366480885
 07/09  22:08:00,442.5213788375546
 07/09  22:09:00,442.109697063386
 07/09  22:10:00,441.6958768825762
 07/09  22:11:00,441.27989878206785
 07/09  22:12:00,440.8617429717078
 07/09  22:13:00,440.4413911381237
 07/09  22:14:00,440.01884382280514
 07/09  22:15:00,439.594103797924
 07/09  22:16:00,439.1671656023132
 07/09  22:17:00,438.7380181005386
 07/09  22:18:00,438.3066492169701
 07/09  22:19:00,437.8730476398822
 07/09  22:20:00,437.43721970516003
 07/09  22:21:00,436.9991733584986
 07/09  22:22:00,436.5589080955455
 07/09  22:23:00,436.11641744546864
 07/09  22:24:00,435.6716936518566
 07/09  22:25:00,435.2247293190112
 07/09  22:26:00,434.77553386518827
 07/09  22:27:00,434.3241180217815
 07/09  22:28:00,433.87048408280106
 07/09  22:29:00,433.41462832564986
 07/09  22:30:00,432.95654556803606
 07/09  22:31:00,432.49623081935124
 07/09  22:32:00,432.03369527385826
 07/09  22:33:00,431.568951329348
 07/09  22:34:00,431.10200305939
 07/09  22:35:00,430.63284858699245
 07/09  22:36:00,430.1614845332883
 07/09  22:37:00,429.6879076284603
 07/09  22:38:00,429.2121303145326
 07/09  22:39:00,428.73416617219397
 07/09  22:40:00,428.2540206705578
 07/09  22:41:00,427.7716934375838
 07/09  22:42:00,427.28718261245115
 07/09  22:43:00,426.80048645027955
 07/09  22:44:00,426.3116185042377
 07/09  22:45:00,425.82059349355507
 07/09  22:46:00,425.32741826139653
 07/09  22:47:00,424.83209397631805
 07/09  22:48:00,424.3346204061247
 07/09  22:49:00,423.8349974572676
 07/09  22:50:00,423.333240050081
 07/09  22:51:00,422.82936434775854
 07/09  22:52:00,422.3233789755882
 07/09  22:53:00,421.8152871128983
 07/09  22:54:00,421.30509073377084
 07/09  22:55:00,420.79279212561215
 07/09  22:56:00,420.27840842657235
 07/09  22:57:00,419.7619583065907
 07/09  22:58:00,419.24345342366524
 07/09  22:59:00,418.72290058897977
 07/09  23:00:00,418.2003060020344
 07/09  23:01:00,418.2398693482959
 07/09  23:02:00,418.27753808723884
 07/09  23:03:00,418.3131570446236
 07/09  23:04:00,418.3470009755629
 07/09  23:05:00,418.3794231283089
 07/09  23:06:00,418.41073453155167
 07/09  23:07:00,418.4412017575118
 07/09  23:08:00,418.4710312107077
 07/09  23:09:00,418.50038147511435
 07/09  23:10:00,418.52938924792664
 07/09  23:11:00,418.5581820920054
 07/09  23:12:00,418.58688002547194
 07/09  23:13:00,418.6155939616197
 07/09  23:14:00,418.6444216533615
 07/09  23:15:00,418.6734514673721
 07/09  23:16:00,418.7027658798005
 07/09  23:17:00,418.7324412312945
 07/09  23:18:00,418.7625477586544
 07/09  23:19:00,418.7931493284908
 07/09  23:20:00,418.82430087911996
 07/09  23:21:00,418.8560518238222
 07/09  23:22:00,418.88844884292337
 07/09  23:23:00,418.9215350752131
 07/09  23:24:00,418.95534904073287
 07/09  23:25:00,418.98993056504537
 07/09  23:26:00,419.02531773641965
 07/09  23:27:00,419.061545115188
 07/09  23:28:00,419.0986455775245
 07/09  23:29:00,419.1366499053303
 07/09  23:30:00,419.1755815825203
 07/09  23:31:00,419.2154603144294
 07/09  23:32:00,419.25630314488706
 07/09  23:33:00,419.298126249163
 07/09  23:34:00,419.34094598473007
 07/09  23:35:00,419.3847780769886
 07/09  23:36:00,419.4296370648591
 07/09  23:37:00,419.47553552099083
 07/09  23:38:00,419.52248952648216
 07/09  23:39:00,419.57051602130633
 07/09  23:40:00,419.6196314463964
 07/09  23:41:00,419.6698453575516
 07/09  23:42:00,419.72116439683134
 07/09  23:43:00,419.7735951986822
 07/09  23:44:00,419.82714446736304
 07/09  23:45:00,419.8818189405919
 07/09  23:46:00,419.9376256225861
 07/09  23:47:00,419.99457135929106
 07/09  23:48:00,420.0526628714182
 07/09  23:49:00,420.11190651405616
 07/09  23:50:00,420.1723084205034
 07/09  23:51:00,420.2338744598731
 07/09  23:52:00,420.29661051276
 07/09  23:53:00,420.3605223398101
 07/09  23:54:00,420.42561589360554
 07/09  23:55:00,420.4918972689268
 07/09  23:56:00,420.5593736133719
 07/09  23:57:00,420.6280541625153
 07/09  23:58:00,420.69794675315535
 07/09  23:59:00,420.76905420145954
 07/09  24:00:00,420.8413771839611
 07/10  00:01:00,573.5228188006449
 07/10  00:02:00,573.2035919744095
 07/10  00:03:00,572.881269178551
 07/10  00:04:00,572.5776931071812
 07/10  00:05:00,572.2974536100744
 07/10  00:06:00,572.0387562873924
 07/10  00:07:00,571.7989894915698
 07/10  00:08:00,571.5762512316948
 07/10  00:09:00,571.3692843758141
 07/10  00:10:00,571.1771744234366
 07/10  00:11:00,570.9991529901216
 07/10  00:12:00,570.8345083617639
 07/10  00:13:00,570.6825602727115
 07/10  00:14:00,570.5426698164594
 07/10  00:15:00,570.4142450131928
 07/10  00:16:00,570.2967418093656
 07/10  00:17:00,570.1896626908378
 07/10  00:18:00,570.092554342977
 07/10  00:19:00,570.0050042221809
 07/10  00:20:00,569.9266481518692
 07/10  00:21:00,569.8571565283657
 07/10  00:22:00,569.79622476195
 07/10  00:23:00,569.7435722975235
 07/10  00:24:00,569.6989432649348
 07/10  00:25:00,569.6621054171743
 07/10  00:26:00,569.6328617752058
 07/10  00:27:00,569.611035437997
 07/10  00:28:00,569.5964594526561
 07/10  00:29:00,569.5889773903268
 07/10  00:30:00,569.5884456890442
 07/10  00:31:00,569.5947339427868
 07/10  00:32:00,569.6077373381414
 07/10  00:33:00,569.6273625087889
 07/10  00:34:00,569.6535182856533
 07/10  00:35:00,569.6861169815313
 07/10  00:36:00,569.725077327002
 07/10  00:37:00,569.7703253621509
 07/10  00:38:00,569.821806143246
 07/10  00:39:00,569.879471376625
 07/10  00:40:00,569.9432714191252
 07/10  00:41:00,570.0131567791858
 07/10  00:42:00,570.0890810997976
 07/10  00:43:00,570.1710022841369
 07/10  00:44:00,570.2588930050614
 07/10  00:45:00,570.3527303988585
 07/10  00:46:00,570.4524902156693
 07/10  00:47:00,570.5581440768497
 07/10  00:48:00,570.6696608527755
 07/10  00:49:00,570.7870128053597
 07/10  00:50:00,570.9101865633244
 07/10  00:51:00,571.0391651833031
 07/10  00:52:00,571.1739261950221
 07/10  00:53:00,571.314446584107
 07/10  00:54:00,571.4607055088994
 07/10  00:55:00,571.6126847634949
 07/10  00:56:00,571.7703759379043
 07/10  00:57:00,571.9337726901188
 07/10  00:58:00,572.1028658106849
 07/10  00:59:00,572.2776442859471
 07/10  01:00:00,572.4580973627101
 07/10  01:01:00,572.4955779507009
 07/10  01:02:00,572.5315154224114
 07/10  01:03:00,572.5659150329724
 07/10  01:04:00,572.598981303485
 07/10  01:05:00,572.6309061523256
 07/10  01:06:00,572.661822839593
 07/10  01:07:00,572.6918225151751
 07/10  01:08:00,572.7209684645289
 07/10  01:09:00,572.7493147055412
 07/10  01:10:00,572.7769153459606
 07/10  01:11:00,572.8038241572506
 07/10  01:12:00,572.8300924492207
 07/10  01:13:00,572.8557678620855
 07/10  01:14:00,572.8808887699005
 07/10  01:15:00,572.9054894318419
 07/10  01:16:00,572.9296043199616
 07/10  01:17:00,572.9532677253217
 07/10  01:18:00,572.9765127397286
 07/10  01:19:00,572.9993704540251
 07/10  01:20:00,573.0218636692985
 07/10  01:21:00,573.0440115136062
 07/10  01:22:00,573.0658336798148
 07/10  01:23:00,573.0873503492749
 07/10  01:24:00,573.1085812336295
 07/10  01:25:00,573.1295445082342
 07/10  01:26:00,573.1502530892298
 07/10  01:27:00,573.1707187472745
 07/10  01:28:00,573.1909551354562
 07/10  01:29:00,573.2109760184289
 07/10  01:30:00,573.23079355732
 07/10  01:31:00,573.2504162840002
 07/10  01:32:00,573.2698493154044
 07/10  01:33:00,573.2890975407961
 07/10  01:34:00,573.3081678192548
 07/10  01:35:00,573.3270682785129
 07/10  01:36:00,573.3458073309424
 07/10  01:37:00,573.3643930619323
 07/10  01:38:00,573.3828302254817
 07/10  01:39:00,573.4011226332098
 07/10  01:40:00,573.4192753811485
 07/10  01:41:00,573.437294511477
 07/10  01:42:00,573.4551862979106
 07/10  01:43:00,573.4729567536194
 07/10  01:44:00,573.4906089595747
 07/10  01:45:00,573.5081452248966
 07/10  01:46:00,573.5255690646839
 07/10  01:47:00,573.5428848836151
 07/10  01:48:00,573.5600973402333
 07/10  01:49:00,573.5772109048526
 07/10  01:50:00,573.5942274522606
 07/10  01:51:00,573.6111482190253
 07/10  01:52:00,573.627975582482
 07/10  01:53:00,573.6447127655539
 07/10  01:54:00,573.6613632638749
 07/10  01:55:00,573.6779304430422
 07/10  01:56:00,573.694415350029
 07/10  01:57:00,573.7108184967805
 07/10  01:58:00,573.7271414756411
 07/10  01:59:00,573.7433866838409
 07/10  02:00:00,573.759556802422
 07/10  02:01:00,573.6515367082828
 07/10  02:02:00,573.5444586253677
 07/10  02:03:00,573.4383597918222
 07/10  02:04:00,573.333142272004
 07/10  02:05:00,573.2286979207288
 07/10  02:06:00,573.1249437491787
 07/10  02:07:00,573.0218182614612
 07/10  02:08:00,572.9192753882937
 07/10  02:09:00,572.8172749853821
 07/10  02:10:00,572.7157778407044
 07/10  02:11:00,572.6147455930624
 07/10  02:12:00,572.5141417661004
 07/10  02:13:00,572.4139323042068
 07/10  02:14:00,572.3140890189077
 07/10  02:15:00,572.2145865389891
 07/10  02:16:00,572.1153997381431
 07/10  02:17:00,572.0165039271465
 07/10  02:18:00,571.9178756570084
 07/10  02:19:00,571.8194930728478
 07/10  02:20:00,571.7213391053638
 07/10  02:21:00,571.6233986195676
 07/10  02:22:00,571.5256560829945
 07/10  02:23:00,571.4280958044395
 07/10  02:24:00,571.3307026989457
 07/10  02:25:00,571.2334626619122
 07/10  02:26:00,571.1363656361843
 07/10  02:27:00,571.0394029649151
 07/10  02:28:00,570.9425651987971
 07/10  02:29:00,570.8458423501165
 07/10  02:30:00,570.7492246751801
 07/10  02:31:00,570.6527030493287
 07/10  02:32:00,570.5562718126333
 07/10  02:33:00,570.4599263144629
 07/10  02:34:00,570.3636609390506
 07/10  02:35:00,570.2674693110555
 07/10  02:36:00,570.1713451065002
 07/10  02:37:00,570.0752823145073
 07/10  02:38:00,569.9792780085733
 07/10  02:39:00,569.8833300030684
 07/10  02:40:00,569.7874350818142
 07/10  02:41:00,569.6915891479355
 07/10  02:42:00,569.5957879985968
 07/10  02:43:00,569.5000276141385
 07/10  02:44:00,569.4043067646543
 07/10  02:45:00,569.3086247783848
 07/10  02:46:00,569.2129799026005
 07/10  02:47:00,569.117369486818
 07/10  02:48:00,569.0217907198734
 07/10  02:49:00,568.9262408587261
 07/10  02:50:00,568.8307196849033
 07/10  02:51:00,568.7352274475544
 07/10  02:52:00,568.6397633381656
 07/10  02:53:00,568.5443256213638
 07/10  02:54:00,568.448912337138
 07/10  02:55:00,568.3535215553522
 07/10  02:56:00,568.2581537020523
 07/10  02:57:00,568.1628095743397
 07/10  02:58:00,568.0674889129485
 07/10  02:59:00,567.972190577999
 07/10  03:00:00,567.8769131674851
 07/10  03:01:00,567.8013160621459
 07/10  03:02:00,567.725357533538
 07/10  03:03:00,567.6490275585577
 07/10  03:04:00,567.5723664399233
 07/10  03:05:00,567.4954164967415
 07/10  03:06:00,567.4182092995602
 07/10  03:07:00,567.3407676416871
 07/10  03:08:00,567.263109126835
 07/10  03:09:00,567.1852492111049
 07/10  03:10:00,567.1072026118685
 07/10  03:11:00,567.0289835092678
 07/10  03:12:00,566.9506055711358
 07/10  03:13:00,566.8720809030636
 07/10  03:14:00,566.7934183701343
 07/10  03:15:00,566.7146259377041
 07/10  03:16:00,566.6357115219421
 07/10  03:17:00,566.5566828724618
 07/10  03:18:00,566.4775473571033
 07/10  03:19:00,566.3983118679881
 07/10  03:20:00,566.3189825115646
 07/10  03:21:00,566.2395648608914
 07/10  03:22:00,566.1600642463418
 07/10  03:23:00,566.0804857053068
 07/10  03:24:00,566.0008339786915
 07/10  03:25:00,565.9211134575751
 07/10  03:26:00,565.841327990767
 07/10  03:27:00,565.7614811100899
 07/10  03:28:00,565.681576198597
 07/10  03:29:00,565.6016164519544
 07/10  03:30:00,565.5216048886783
 07/10  03:31:00,565.4415442915152
 07/10  03:32:00,565.3614371463422
 07/10  03:33:00,565.2812856775045
 07/10  03:34:00,565.2010920636152
 07/10  03:35:00,565.1208583452802
 07/10  03:36:00,565.0405864601423
 07/10  03:37:00,564.9602781907021
 07/10  03:38:00,564.8799351561348
 07/10  03:39:00,564.7995588289392
 07/10  03:40:00,564.7191506390292
 07/10  03:41:00,564.6387118850495
 07/10  03:42:00,564.558243840047
 07/10  03:43:00,564.477747660763
 07/10  03:44:00,564.3972244455272
 07/10  03:45:00,564.3166751998202
 07/10  03:46:00,564.2361008845533
 07/10  03:47:00,564.1555023897087
 07/10  03:48:00,564.0748805356425
 07/10  03:49:00,563.994236105301
 07/10  03:50:00,563.913569888292
 07/10  03:51:00,563.8328826177452
 07/10  03:52:00,563.7521749831019
 07/10  03:53:00,563.6714475965056
 07/10  03:54:00,563.5907010499888
 07/10  03:55:00,563.5099358960567
 07/10  03:56:00,563.4291527267196
 07/10  03:57:00,563.348352138098
 07/10  03:58:00,563.2675346680827
 07/10  03:59:00,563.1867007787226
 07/10  04:00:00,563.1058509213572
 07/10  04:01:00,573.3373320395899
 07/10  04:02:00,573.2267192052874
 07/10  04:03:00,573.1148471663108
 07/10  04:04:00,573.0032782356527
 07/10  04:05:00,572.8924929519613
 07/10  04:06:00,572.7824914906697
 07/10  04:07:00,572.6731633144219
 07/10  04:08:00,572.5644175250677
 07/10  04:09:00,572.4561965121703
 07/10  04:10:00,572.3484607122366
 07/10  04:11:00,572.2411769192756
 07/10  04:12:00,572.1343138427717
 07/10  04:13:00,572.0278414444128
 07/10  04:14:00,571.9217343093674
 07/10  04:15:00,571.8159693614712
 07/10  04:16:00,571.710523825922
 07/10  04:17:00,571.6053755394669
 07/10  04:18:00,571.5005036504181
 07/10  04:19:00,571.3958891159534
 07/10  04:20:00,571.2915167780599
 07/10  04:21:00,571.1873717674812
 07/10  04:22:00,571.0834388555417
 07/10  04:23:00,570.9797032122004
 07/10  04:24:00,570.8761510269621
 07/10  04:25:00,570.7727696896296
 07/10  04:26:00,570.6695501035571
 07/10  04:27:00,570.5664842799033
 07/10  04:28:00,570.463562776188
 07/10  04:29:00,570.3607754690112
 07/10  04:30:00,570.2581129741986
 07/10  04:31:00,570.1555670412257
 07/10  04:32:00,570.0531325895217
 07/10  04:33:00,569.9508045979214
 07/10  04:34:00,569.8485769651777
 07/10  04:35:00,569.7464429757669
 07/10  04:36:00,569.6443958426048
 07/10  04:37:00,569.5424286452055
 07/10  04:38:00,569.4405369618422
 07/10  04:39:00,569.3387172676612
 07/10  04:40:00,569.2369656022863
 07/10  04:41:00,569.1352775912443
 07/10  04:42:00,569.0336489314744
 07/10  04:43:00,568.932075521055
 07/10  04:44:00,568.8305551844187
 07/10  04:45:00,568.7290862308174
 07/10  04:46:00,568.6276663660599
 07/10  04:47:00,568.5262927478777
 07/10  04:48:00,568.4249624788754
 07/10  04:49:00,568.3236727956039
 07/10  04:50:00,568.2224226031739
 07/10  04:51:00,568.1212112300593
 07/10  04:52:00,568.0200373074598
 07/10  04:53:00,567.9188989455581
 07/10  04:54:00,567.8177941216877
 07/10  04:55:00,567.7167209218023
 07/10  04:56:00,567.6156788994739
 07/10  04:57:00,567.5146679334787
 07/10  04:58:00,567.4136872404888
 07/10  04:59:00,567.3127355430331
 07/10  05:00:00,567.2118113793206
 07/10  05:01:00,613.3016372522882
 07/10  05:02:00,613.2809678514614
 07/10  05:03:00,613.2594468572454
 07/10  05:04:00,613.2400461395632
 07/10  05:05:00,613.22332639988
 07/10  05:06:00,613.2090147327453
 07/10  05:07:00,613.1967604552183
 07/10  05:08:00,613.1863311841415
 07/10  05:09:00,613.1775950756437
 07/10  05:10:00,613.1704742702038
 07/10  05:11:00,613.1649046249975
 07/10  05:12:00,613.160821033293
 07/10  05:13:00,613.1581550075406
 07/10  05:14:00,613.1568372299212
 07/10  05:15:00,613.156797878883
 07/10  05:16:00,613.1579660697942
 07/10  05:17:00,613.1602813454064
 07/10  05:18:00,613.1636857906925
 07/10  05:19:00,613.1681226934397
 07/10  05:20:00,613.1735409458261
 07/10  05:21:00,613.1798920366036
 07/10  05:22:00,613.1871278329681
 07/10  05:23:00,613.195201353464
 07/10  05:24:00,613.2040679116997
 07/10  05:25:00,613.2136855926967
 07/10  05:26:00,613.2240194865497
 07/10  05:27:00,613.2350377496491
 07/10  05:28:00,613.2467087006463
 07/10  05:29:00,613.2678080301602
 07/10  05:30:00,613.4426617273635
 07/10  05:31:00,613.6327058349287
 07/10  05:32:00,613.7134951205041
 07/10  05:33:00,613.9026783723864
 07/10  05:34:00,614.1409239755028
 07/10  05:35:00,614.2237991404145
 07/10  05:36:00,614.3011877372937
 07/10  05:37:00,614.5950940365436
 07/10  05:38:00,614.7113197132119
 07/10  05:39:00,614.7200697589919
 07/10  05:40:00,614.9304843983076
 07/10  05:41:00,615.0392432616965
 07/10  05:42:00,614.9986153598287
 07/10  05:43:00,615.0514134975956
 07/10  05:44:00,615.1503111781533
 07/10  05:45:00,615.1067489305094
 07/10  05:46:00,615.0346859367547
 07/10  05:47:00,615.1400377013421
 07/10  05:48:00,615.154701331436
 07/10  05:49:00,615.0692323041442
 07/10  05:50:00,615.1252978316917
 07/10  05:51:00,615.1910896443006
 07/10  05:52:00,615.1277266771918
 07/10  05:53:00,615.1174986452153
 07/10  05:54:00,615.2378868104169
 07/10  05:55:00,615.2190705090198
 07/10  05:56:00,615.1431923183202
 07/10  05:57:00,615.2697329023637
 07/10  05:58:00,615.3071965525771
 07/10  05:59:00,615.2242328385767
 07/10  06:00:00,615.2698712652748
 07/10  06:01:00,650.9300725647505
 07/10  06:02:00,650.7875239546353
 07/10  06:03:00,650.6619963224674
 07/10  06:04:00,650.7080579389283
 07/10  06:05:00,650.6169618347145
 07/10  06:06:00,650.4446920172647
 07/10  06:07:00,650.4477041283184
 07/10  06:08:00,650.4051261517424
 07/10  06:09:00,650.2271731082434
 07/10  06:10:00,650.1579907378077
 07/10  06:11:00,650.173151943733
 07/10  06:12:00,650.0415054077159
 07/10  06:13:00,649.8771853546921
 07/10  06:14:00,649.9204536675032
 07/10  06:15:00,649.8555641667668
 07/10  06:16:00,649.6782422608711
 07/10  06:17:00,649.6426615153797
 07/10  06:18:00,649.618774020886
 07/10  06:19:00,649.4590090202109
 07/10  06:20:00,649.3427828547119
 07/10  06:21:00,649.3728169906383
 07/10  06:22:00,649.268853786769
 07/10  06:23:00,649.1074753643641
 07/10  06:24:00,649.1007629637212
 07/10  06:25:00,649.0437975937364
 07/10  06:26:00,648.8721116086787
 07/10  06:27:00,648.7963386017932
 07/10  06:28:00,648.7851179939408
 07/10  06:29:00,648.6456056882487
 07/10  06:30:00,648.5032228581827
 07/10  06:31:00,648.5125866284635
 07/10  06:32:00,648.4234438203829
 07/10  06:33:00,648.2586880900861
 07/10  06:34:00,648.1917471662291
 07/10  06:35:00,648.1320520994648
 07/10  06:36:00,647.9591914542397
 07/10  06:37:00,647.8356159676207
 07/10  06:38:00,647.8191666024211
 07/10  06:39:00,647.6933079517315
 07/10  06:40:00,647.5353118104862
 07/10  06:41:00,929.6743899963567
 07/10  06:42:00,929.9688598292413
 07/10  06:43:00,929.5712165569796
 07/10  06:44:00,928.3772675245764
 07/10  06:45:00,927.487191215486
 07/10  06:46:00,927.0182387317914
 07/10  06:47:00,925.9369626597677
 07/10  06:48:00,924.7421942291642
 07/10  06:49:00,924.2709131432853
 07/10  06:50:00,923.5080654512793
 07/10  06:51:00,922.4328239937679
 07/10  06:52:00,921.6712969089488
 07/10  06:53:00,921.1621779638498
 07/10  06:54:00,920.2474669107265
 07/10  06:55:00,919.3149927396959
 07/10  06:56:00,919.0570640041816
 07/10  06:57:00,918.4415280849956
 07/10  06:58:00,917.6572260205323
 07/10  06:59:00,917.1014793211424
 07/10  07:00:00,916.6440837570275
 07/10  07:01:00,1865.4268579326856
 07/10  07:02:00,1864.7085109519787
 07/10  07:03:00,1864.540497221831
 07/10  07:04:00,1862.6638142204915
 07/10  07:05:00,1860.0221059258486
 07/10  07:06:00,1857.6695835479477
 07/10  07:07:00,1855.4966278208724
 07/10  07:08:00,1853.2098445847523
 07/10  07:09:00,1850.9631737900909
 07/10  07:10:00,1849.0764903610261
 07/10  07:11:00,1847.3903991140198
 07/10  07:12:00,1845.9196014594258
 07/10  07:13:00,1844.498442856261
 07/10  07:14:00,1843.421577278133
 07/10  07:15:00,1842.3642300364577
 07/10  07:16:00,1841.1817152813683
 07/10  07:17:00,1840.5428827699761
 07/10  07:18:00,1839.797458135519
 07/10  07:19:00,1838.9635641370426
 07/10  07:20:00,1838.1457275841053
 07/10  07:21:00,1907.4534938635197
 07/10  07:22:00,1906.474636955907
 07/10  07:23:00,1905.3680982136266
 07/10  07:24:00,1904.2430180206768
 07/10  07:25:00,1903.1271864550572
 07/10  07:26:00,1902.295160495766
 07/10  07:27:00,1901.2543882473706
 07/10  07:28:00,1900.2000231174331
 07/10  07:29:00,1899.8215211664847
 07/10  07:30:00,1899.1142098972598
 07/10  07:31:00,1898.215008755871
 07/10  07:32:00,1897.6863839991943
 07/10  07:33:00,1897.2517084808333
 07/10  07:34:00,1896.4364733018895
 07/10  07:35:00,1895.6712661463166
 07/10  07:36:00,1895.4796307818985
 07/10  07:37:00,1894.893226325858
 07/10  07:38:00,1894.104871454521
 07/10  07:39:00,1894.0532340122672
 07/10  07:40:00,1893.752020554474
 07/10  07:41:00,2123.161211181905
 07/10  07:42:00,2121.7813759925784
 07/10  07:43:00,2121.0542856757147
 07/10  07:44:00,2118.752491579446
 07/10  07:45:00,2116.0000304522905
 07/10  07:46:00,2115.7717258270045
 07/10  07:47:00,2114.688796880417
 07/10  07:48:00,2112.5539950651905
 07/10  07:49:00,2112.774842508518
 07/10  07:50:00,2112.941974699861
 07/10  07:51:00,2111.2707340641887
 07/10  07:52:00,2111.0090189350735
 07/10  07:53:00,2111.994997830502
 07/10  07:54:00,2110.6431327707332
 07/10  07:55:00,2108.2534407831477
 07/10  07:56:00,2108.6801460898264
 07/10  07:57:00,2107.436822843324
 07/10  07:58:00,2104.9150038827884
 07/10  07:59:00,2104.3113496527703
 07/10  08:00:00,2104.032522469471
 07/10  08:01:00,2316.1485342650067
 07/10  08:02:00,2316.520432449345
 07/10  08:03:00,2381.686204876917
 07/10  08:04:00,2452.673781962854
 07/10  08:05:00,2474.550729078878
 07/10  08:06:00,2528.996659311002
 07/10  08:07:00,2603.449771167962
 07/10  08:08:00,2615.745769935107
 07/10  08:09:00,2609.604473316123
 07/10  08:10:00,2665.0139569119624
 07/10  08:11:00,2673.8996698508818
 07/10  08:12:00,2642.1419093526442
 07/10  08:13:00,2676.4313077255506
 07/10  08:14:00,2700.426356671217
 07/10  08:15:00,2678.8667694604605
 07/10  08:16:00,2669.5555126537115
 07/10  08:17:00,2697.2820354616833
 07/10  08:18:00,2687.2399354215468
 07/10  08:19:00,2655.9199022414427
 07/10  08:20:00,2693.4023309713643
 07/10  08:21:00,2708.017973008651
 07/10  08:22:00,2681.096706282448
 07/10  08:23:00,2691.521569296891
 07/10  08:24:00,2717.1885453885056
 07/10  08:25:00,2701.1632596299605
 07/10  08:26:00,2679.347556754421
 07/10  08:27:00,2712.1629702690825
 07/10  08:28:00,2710.078212703075
 07/10  08:29:00,2674.6293782148427
 07/10  08:30:00,2708.3608823454083
 07/10  08:31:00,2731.8190521509923
 07/10  08:32:00,2709.211457123993
 07/10  08:33:00,2701.12912625146
 07/10  08:34:00,2728.927905813014
 07/10  08:35:00,2717.3390664847
 07/10  08:36:00,2684.834437922495
 07/10  08:37:00,2721.36971501666
 07/10  08:38:00,2734.47310053119
 07/10  08:39:00,2706.026585929331
 07/10  08:40:00,2718.879395254404
 07/10  08:41:00,2357.796582818378
 07/10  08:42:00,2350.376768687684
 07/10  08:43:00,2336.5308475410607
 07/10  08:44:00,2358.061796441416
 07/10  08:45:00,2363.2242956357213
 07/10  08:46:00,2346.3054613835047
 07/10  08:47:00,2362.1735094781984
 07/10  08:48:00,2379.242662737834
