Date/Time,out_temp,qint_lump,qhvac_lump,qwin_lump,qradin_lump
 07/01  00:01:00,20.03666666666667,0.5217767395376852,-234.54069501022343,0.0,0.012346695276234282
 07/01  00:02:00,20.073333333333327,0.5711493273260931,0.0,0.0,0.012346695276234282
 07/01  00:03:00,20.11,0.5621253671255798,0.0,0.0,0.012346695276234282
 07/01  00:04:00,20.146666666666672,0.5327276023193934,0.0,0.0,0.012346695276234282
 07/01  00:05:00,20.183333333333334,0.5052744043049389,0.0,0.0,0.012346695276234282
 07/01  00:06:00,20.22,0.48552872000358976,0.0,0.0,0.012346695276234282
 07/01  00:07:00,20.256666666666664,0.47208393589696457,0.0,0.0,0.012346695276234282
 07/01  00:08:00,20.293333333333337,0.4624641664533624,0.0,0.0,0.012346695276234282
 07/01  00:09:00,20.33,0.4550504470064776,0.0,0.0,0.012346695276234282
 07/01  00:10:00,20.366666666666667,0.4490689205685831,0.0,0.0,0.012346695276234282
 07/01  00:11:00,20.40333333333333,0.4441780519364148,0.0,0.0,0.012346695276234282
 07/01  00:12:00,20.44,0.44018699174576936,0.0,0.0,0.012346695276234282
 07/01  00:13:00,20.476666666666667,0.4369428995725103,0.0,0.0,0.012346695276234282
 07/01  00:14:00,20.51333333333333,0.4342949237674879,0.0,0.0,0.012346695276234282
 07/01  00:15:00,20.55,0.432124468670257,0.0,0.0,0.012346695276234282
 07/01  00:16:00,20.586666666666662,0.4303410315401023,0.0,0.0,0.012346695276234282
 07/01  00:17:00,20.62333333333333,0.4288758207757653,0.0,0.0,0.012346695276234282
 07/01  00:18:00,20.66,0.4276752393245884,0.0,0.0,0.012346695276234282
 07/01  00:19:00,20.69666666666667,0.4266963545900223,0.0,0.0,0.012346695276234282
 07/01  00:20:00,20.73333333333333,0.4259020148795576,0.0,0.0,0.012346695276234282
 07/01  00:21:00,20.77,0.42526155035458457,0.0,0.0,0.012346695276234282
 07/01  00:22:00,20.806666666666665,0.4247505283137234,0.0,0.0,0.012346695276234282
 07/01  00:23:00,20.843333333333334,0.42434920898362793,0.0,0.0,0.012346695276234282
 07/01  00:24:00,20.88000000000001,0.42404286107336736,0.0,0.0,0.012346695276234282
 07/01  00:25:00,20.916666666666664,0.4238201971422134,0.0,0.0,0.012346695276234282
 07/01  00:26:00,20.953333333333333,0.4236710668049026,0.0,0.0,0.012346695276234282
 07/01  00:27:00,20.99000000000001,0.42358634202930967,0.0,0.0,0.012346695276234282
 07/01  00:28:00,21.026666666666664,0.42355804932058155,0.0,0.0,0.012346695276234282
 07/01  00:29:00,21.063333333333333,0.4235793272166662,0.0,0.0,0.012346695276234282
 07/01  00:30:00,21.1,0.4236441597898881,0.0,0.0,0.012346695276234282
 07/01  00:31:00,21.136666666666667,0.4237473799032575,0.0,0.0,0.012346695276234282
 07/01  00:32:00,21.17333333333333,0.42388462622535206,0.0,0.0,0.012346695276234282
 07/01  00:33:00,21.21,0.4240521183678226,0.0,0.0,0.012346695276234282
 07/01  00:34:00,21.246666666666677,0.42424651308670824,0.0,0.0,0.012346695276234282
 07/01  00:35:00,21.283333333333328,0.42446484960161784,0.0,0.0,0.012346695276234282
 07/01  00:36:00,21.32,0.42470451898880107,0.0,0.0,0.012346695276234282
 07/01  00:37:00,21.35666666666667,0.42496322493686506,0.0,0.0,0.012346695276234282
 07/01  00:38:00,21.393333333333327,0.4252390627742314,0.0,0.0,0.012346695276234282
 07/01  00:39:00,21.43,0.425530358291762,0.0,0.0,0.012346695276234282
 07/01  00:40:00,21.466666666666672,0.4258355697067634,0.0,0.0,0.012346695276234282
 07/01  00:41:00,21.50333333333333,0.42615328357788884,0.0,0.0,0.012346695276234282
 07/01  00:42:00,21.54,0.4264822249187288,0.0,0.0,0.012346695276234282
 07/01  00:43:00,21.57666666666667,0.42682125119517333,0.0,0.0,0.012346695276234282
 07/01  00:44:00,21.61333333333333,0.42716943030512367,0.0,0.0,0.012346695276234282
 07/01  00:45:00,21.65,0.42752592604972767,0.0,0.0,0.012346695276234282
 07/01  00:46:00,21.68666666666667,0.42788992375603063,0.0,0.0,0.012346695276234282
 07/01  00:47:00,21.723333333333336,0.4282606096244963,0.0,0.0,0.012346695276234282
 07/01  00:48:00,21.76,0.42863723180103236,0.0,0.0,0.012346695276234282
 07/01  00:49:00,21.79666666666667,0.4290191417429182,0.0,0.0,0.012346695276234282
 07/01  00:50:00,21.83333333333333,0.42940602329792193,0.0,0.0,0.012346695276234282
 07/01  00:51:00,21.87,0.4297976172135498,0.0,0.0,0.012346695276234282
 07/01  00:52:00,21.90666666666667,0.430193612648346,0.0,0.0,0.012346695276234282
 07/01  00:53:00,21.94333333333333,0.43059365604185057,0.0,0.0,0.012346695276234282
 07/01  00:54:00,21.98,0.4309973754005974,0.0,0.0,0.012346695276234282
 07/01  00:55:00,22.01666666666667,0.4314043767633256,0.0,0.0,0.012346695276234282
 07/01  00:56:00,22.05333333333333,0.4318142465672416,0.0,0.0,0.012346695276234282
 07/01  00:57:00,22.09,0.43222667135239845,0.0,0.0,0.012346695276234282
 07/01  00:58:00,22.12666666666667,0.43264170091768644,0.0,0.0,0.012346695276234282
 07/01  00:59:00,22.16333333333333,0.43305937407582124,0.0,0.0,0.012346695276234282
 07/01  01:00:00,22.2,0.4334796559186669,0.0,0.0,0.012346695276234282
 07/01  01:01:00,22.19666666666667,0.43331113490267903,0.0,0.0,0.012346695276234282
 07/01  01:02:00,22.19333333333333,0.4331480218998113,0.0,0.0,0.012346695276234282
 07/01  01:03:00,22.19,0.4329903738699986,0.0,0.0,0.012346695276234282
 07/01  01:04:00,22.186666666666664,0.43283784455207847,0.0,0.0,0.012346695276234282
 07/01  01:05:00,22.18333333333333,0.43269003460778577,0.0,0.0,0.012346695276234282
 07/01  01:06:00,22.18,0.4325465954119324,0.0,0.0,0.012346695276234282
 07/01  01:07:00,22.17666666666667,0.43240723105627143,0.0,0.0,0.012346695276234282
 07/01  01:08:00,22.17333333333333,0.43227172159461835,0.0,0.0,0.012346695276234282
 07/01  01:09:00,22.17,0.4321398692839237,0.0,0.0,0.012346695276234282
 07/01  01:10:00,22.16666666666667,0.4320115157303702,0.0,0.0,0.012346695276234282
 07/01  01:11:00,22.16333333333333,0.4318863797650133,0.0,0.0,0.012346695276234282
 07/01  01:12:00,22.160000000000004,0.4317642782424888,0.0,0.0,0.012346695276234282
 07/01  01:13:00,22.15666666666667,0.43164500478871426,0.0,0.0,0.012346695276234282
 07/01  01:14:00,22.15333333333333,0.4315284654046466,0.0,0.0,0.012346695276234282
 07/01  01:15:00,22.15,0.4314145730255154,0.0,0.0,0.012346695276234282
 07/01  01:16:00,22.14666666666667,0.43130319094536046,0.0,0.0,0.012346695276234282
 07/01  01:17:00,22.14333333333333,0.4311941690536131,0.0,0.0,0.012346695276234282
 07/01  01:18:00,22.14,0.43108736492095434,0.0,0.0,0.012346695276234282
 07/01  01:19:00,22.13666666666667,0.43098264839196665,0.0,0.0,0.012346695276234282
 07/01  01:20:00,22.13333333333333,0.4308799331806771,0.0,0.0,0.012346695276234282
 07/01  01:21:00,22.13,0.43077914586299487,0.0,0.0,0.012346695276234282
 07/01  01:22:00,22.126666666666665,0.430680200887266,0.0,0.0,0.012346695276234282
 07/01  01:23:00,22.12333333333333,0.43058300396053667,0.0,0.0,0.012346695276234282
 07/01  01:24:00,22.12,0.4304874604991895,0.0,0.0,0.012346695276234282
 07/01  01:25:00,22.11666666666667,0.4303934804621477,0.0,0.0,0.012346695276234282
 07/01  01:26:00,22.11333333333333,0.4303010077092112,0.0,0.0,0.012346695276234282
 07/01  01:27:00,22.11,0.4302099952942464,0.0,0.0,0.012346695276234282
 07/01  01:28:00,22.10666666666667,0.43012038499173616,0.0,0.0,0.012346695276234282
 07/01  01:29:00,22.10333333333333,0.43003211032871413,0.0,0.0,0.012346695276234282
 07/01  01:30:00,22.1,0.42994510373322453,0.0,0.0,0.012346695276234282
 07/01  01:31:00,22.096666666666664,0.4298593006666877,0.0,0.0,0.012346695276234282
 07/01  01:32:00,22.09333333333333,0.42977466592453245,0.0,0.0,0.012346695276234282
 07/01  01:33:00,22.09,0.42969117142643387,0.0,0.0,0.012346695276234282
 07/01  01:34:00,22.08666666666667,0.4296087779250485,0.0,0.0,0.012346695276234282
 07/01  01:35:00,22.08333333333333,0.4295274378638258,0.0,0.0,0.012346695276234282
 07/01  01:36:00,22.08,0.4294471018533623,0.0,0.0,0.012346695276234282
 07/01  01:37:00,22.07666666666667,0.4293677224159213,0.0,0.0,0.012346695276234282
 07/01  01:38:00,22.07333333333333,0.42928927762132707,0.0,0.0,0.012346695276234282
 07/01  01:39:00,22.07,0.4292117512373021,0.0,0.0,0.012346695276234282
 07/01  01:40:00,22.06666666666667,0.4291351163637364,0.0,0.0,0.012346695276234282
 07/01  01:41:00,22.06333333333333,0.4290593380226065,0.0,0.0,0.012346695276234282
 07/01  01:42:00,22.06,0.428984379004009,0.0,0.0,0.012346695276234282
 07/01  01:43:00,22.05666666666667,0.428910203306171,0.0,0.0,0.012346695276234282
 07/01  01:44:00,22.05333333333333,0.4288367974033292,0.0,0.0,0.012346695276234282
 07/01  01:45:00,22.05,0.4287641524202687,0.0,0.0,0.012346695276234282
 07/01  01:46:00,22.04666666666667,0.4286922494460501,0.0,0.0,0.012346695276234282
 07/01  01:47:00,22.04333333333333,0.42862106192915694,0.0,0.0,0.012346695276234282
 07/01  01:48:00,22.04,0.4285505609544574,0.0,0.0,0.012346695276234282
 07/01  01:49:00,22.03666666666667,0.4284807183370892,0.0,0.0,0.012346695276234282
 07/01  01:50:00,22.03333333333333,0.42841152580237213,0.0,0.0,0.012346695276234282
 07/01  01:51:00,22.03,0.4283429789974961,0.0,0.0,0.012346695276234282
 07/01  01:52:00,22.026666666666664,0.4282750642673415,0.0,0.0,0.012346695276234282
 07/01  01:53:00,22.02333333333333,0.4282077608010007,0.0,0.0,0.012346695276234282
 07/01  01:54:00,22.02,0.42814104540118053,0.0,0.0,0.012346695276234282
 07/01  01:55:00,22.01666666666667,0.42807489533044374,0.0,0.0,0.012346695276234282
 07/01  01:56:00,22.013333333333332,0.4280093056565685,0.0,0.0,0.012346695276234282
 07/01  01:57:00,22.01,0.42794427480563135,0.0,0.0,0.012346695276234282
 07/01  01:58:00,22.006666666666664,0.42787979261606235,0.0,0.0,0.012346695276234282
 07/01  01:59:00,22.00333333333333,0.4278158423301204,0.0,0.0,0.012346695276234282
 07/01  02:00:00,22.0,0.42775240492341865,0.0,0.0,0.012346695276234282
 07/01  02:01:00,21.99833333333333,0.42771336582929215,0.0,0.0,0.012346695276234282
 07/01  02:02:00,21.99666666666667,0.4276746076815771,0.0,0.0,0.012346695276234282
 07/01  02:03:00,21.995,0.42763612223253517,0.0,0.0,0.012346695276234282
 07/01  02:04:00,21.993333333333336,0.4275979214245394,0.0,0.0,0.012346695276234282
 07/01  02:05:00,21.991666666666664,0.42756001237968383,0.0,0.0,0.012346695276234282
 07/01  02:06:00,21.99000000000001,0.4275223951150399,0.0,0.0,0.012346695276234282
 07/01  02:07:00,21.98833333333333,0.4274850657330964,0.0,0.0,0.012346695276234282
 07/01  02:08:00,21.986666666666665,0.4274480314640107,0.0,0.0,0.012346695276234282
 07/01  02:09:00,21.985,0.4274113009345939,0.0,0.0,0.012346695276234282
 07/01  02:10:00,21.98333333333333,0.4273748756109019,0.0,0.0,0.012346695276234282
 07/01  02:11:00,21.98166666666667,0.4273387512843741,0.0,0.0,0.012346695276234282
 07/01  02:12:00,21.98,0.4273029214265602,0.0,0.0,0.012346695276234282
 07/01  02:13:00,21.97833333333333,0.427267379061996,0.0,0.0,0.012346695276234282
 07/01  02:14:00,21.97666666666667,0.4272321288132361,0.0,0.0,0.012346695276234282
 07/01  02:15:00,21.975,0.42719717700472665,0.0,0.0,0.012346695276234282
 07/01  02:16:00,21.97333333333333,0.4271625234289277,0.0,0.0,0.012346695276234282
 07/01  02:17:00,21.97166666666667,0.4271281627520936,0.0,0.0,0.012346695276234282
 07/01  02:18:00,21.97,0.4270940875805049,0.0,0.0,0.012346695276234282
 07/01  02:19:00,21.96833333333333,0.427060290193638,0.0,0.0,0.012346695276234282
 07/01  02:20:00,21.96666666666667,0.4270267735719915,0.0,0.0,0.012346695276234282
 07/01  02:21:00,21.965,0.4269935422957088,0.0,0.0,0.012346695276234282
 07/01  02:22:00,21.96333333333333,0.4269605951098114,0.0,0.0,0.012346695276234282
 07/01  02:23:00,21.96166666666667,0.4269279261969901,0.0,0.0,0.012346695276234282
 07/01  02:24:00,21.96,0.4268955278869915,0.0,0.0,0.012346695276234282
 07/01  02:25:00,21.95833333333333,0.42686339231320447,0.0,0.0,0.012346695276234282
 07/01  02:26:00,21.95666666666667,0.42683152143588765,0.0,0.0,0.012346695276234282
 07/01  02:27:00,21.955000000000005,0.42679991872618306,0.0,0.0,0.012346695276234282
 07/01  02:28:00,21.95333333333333,0.42676858242061677,0.0,0.0,0.012346695276234282
 07/01  02:29:00,21.951666666666664,0.4267375065890762,0.0,0.0,0.012346695276234282
 07/01  02:30:00,21.95,0.4267066836806099,0.0,0.0,0.012346695276234282
 07/01  02:31:00,21.94833333333333,0.42667610603421463,0.0,0.0,0.012346695276234282
 07/01  02:32:00,21.94666666666667,0.4266457749658054,0.0,0.0,0.012346695276234282
 07/01  02:33:00,21.945,0.42661569324404963,0.0,0.0,0.012346695276234282
 07/01  02:34:00,21.94333333333333,0.42658585887814426,0.0,0.0,0.012346695276234282
 07/01  02:35:00,21.94166666666667,0.4265562660842765,0.0,0.0,0.012346695276234282
 07/01  02:36:00,21.94,0.42652690766003554,0.0,0.0,0.012346695276234282
 07/01  02:37:00,21.93833333333333,0.42649777627597946,0.0,0.0,0.012346695276234282
 07/01  02:38:00,21.93666666666667,0.42646887287814583,0.0,0.0,0.012346695276234282
 07/01  02:39:00,21.935,0.4264401997934023,0.0,0.0,0.012346695276234282
 07/01  02:40:00,21.93333333333333,0.4264117549559881,0.0,0.0,0.012346695276234282
 07/01  02:41:00,21.931666666666665,0.4263835328745969,0.0,0.0,0.012346695276234282
 07/01  02:42:00,21.93,0.4263555267689088,0.0,0.0,0.012346695276234282
 07/01  02:43:00,21.92833333333333,0.42632772974564587,0.0,0.0,0.012346695276234282
 07/01  02:44:00,21.92666666666667,0.4263001425594457,0.0,0.0,0.012346695276234282
 07/01  02:45:00,21.925,0.42627276719319135,0.0,0.0,0.012346695276234282
 07/01  02:46:00,21.92333333333333,0.4262456016344916,0.0,0.0,0.012346695276234282
 07/01  02:47:00,21.921666666666663,0.4262186407636109,0.0,0.0,0.012346695276234282
 07/01  02:48:00,21.92,0.42619187823570187,0.0,0.0,0.012346695276234282
 07/01  02:49:00,21.91833333333333,0.4261653076439774,0.0,0.0,0.012346695276234282
 07/01  02:50:00,21.916666666666664,0.4261389296171385,0.0,0.0,0.012346695276234282
 07/01  02:51:00,21.915,0.4261127459083052,0.0,0.0,0.012346695276234282
 07/01  02:52:00,21.91333333333333,0.42608675464039997,0.0,0.0,0.012346695276234282
 07/01  02:53:00,21.91166666666667,0.42606095103267433,0.0,0.0,0.012346695276234282
 07/01  02:54:00,21.91,0.4260353292091746,0.0,0.0,0.012346695276234282
 07/01  02:55:00,21.90833333333333,0.42600988326913264,0.0,0.0,0.012346695276234282
 07/01  02:56:00,21.906666666666663,0.4259846137446445,0.0,0.0,0.012346695276234282
 07/01  02:57:00,21.905,0.4259595222392817,0.0,0.0,0.012346695276234282
 07/01  02:58:00,21.90333333333333,0.4259346070112756,0.0,0.0,0.012346695276234282
 07/01  02:59:00,21.901666666666664,0.42590986363655137,0.0,0.0,0.012346695276234282
 07/01  03:00:00,21.9,0.4258841496757637,0.0,0.0,0.012346695276234282
 07/01  03:01:00,21.896666666666665,0.4258335582210398,0.0,0.0,0.012346695276234282
 07/01  03:02:00,21.89333333333333,0.42578338799456467,0.0,0.0,0.012346695276234282
 07/01  03:03:00,21.89,0.42573332993284363,0.0,0.0,0.012346695276234282
 07/01  03:04:00,21.886666666666667,0.42568324027243415,0.0,0.0,0.012346695276234282
 07/01  03:05:00,21.88333333333333,0.4256330934861868,0.0,0.0,0.012346695276234282
 07/01  03:06:00,21.88000000000001,0.42558290586477787,0.0,0.0,0.012346695276234282
 07/01  03:07:00,21.876666666666665,0.4255327067481235,0.0,0.0,0.012346695276234282
 07/01  03:08:00,21.87333333333333,0.4254825141965023,0.0,0.0,0.012346695276234282
 07/01  03:09:00,21.87,0.4254323339241601,0.0,0.0,0.012346695276234282
 07/01  03:10:00,21.86666666666667,0.4253821675183383,0.0,0.0,0.012346695276234282
 07/01  03:11:00,21.86333333333333,0.4253320165704082,0.0,0.0,0.012346695276234282
 07/01  03:12:00,21.86,0.4252818834662877,0.0,0.0,0.012346695276234282
 07/01  03:13:00,21.85666666666667,0.4252317709641102,0.0,0.0,0.012346695276234282
 07/01  03:14:00,21.85333333333333,0.42518168448862226,0.0,0.0,0.012346695276234282
 07/01  03:15:00,21.85,0.42513162978736047,0.0,0.0,0.012346695276234282
 07/01  03:16:00,21.846666666666664,0.42508161089936036,0.0,0.0,0.012346695276234282
 07/01  03:17:00,21.84333333333333,0.42503163023666823,0.0,0.0,0.012346695276234282
 07/01  03:18:00,21.84,0.424981689292674,0.0,0.0,0.012346695276234282
 07/01  03:19:00,21.83666666666667,0.42493178911146967,0.0,0.0,0.012346695276234282
 07/01  03:20:00,21.833333333333336,0.42488193301006194,0.0,0.0,0.012346695276234282
 07/01  03:21:00,21.83,0.42483212469323245,0.0,0.0,0.012346695276234282
 07/01  03:22:00,21.826666666666664,0.42478236642126543,0.0,0.0,0.012346695276234282
 07/01  03:23:00,21.82333333333333,0.42473265906438756,0.0,0.0,0.012346695276234282
 07/01  03:24:00,21.82,0.4246830027677303,0.0,0.0,0.012346695276234282
 07/01  03:25:00,21.816666666666663,0.4246333973644904,0.0,0.0,0.012346695276234282
 07/01  03:26:00,21.81333333333333,0.4245838448853248,0.0,0.0,0.012346695276234282
 07/01  03:27:00,21.81000000000001,0.4245343477811092,0.0,0.0,0.012346695276234282
 07/01  03:28:00,21.806666666666665,0.4244849072428273,0.0,0.0,0.012346695276234282
 07/01  03:29:00,21.80333333333333,0.42443552324868766,0.0,0.0,0.012346695276234282
 07/01  03:30:00,21.8,0.4243861951525767,0.0,0.0,0.012346695276234282
 07/01  03:31:00,21.79666666666667,0.42433692206746754,0.0,0.0,0.012346695276234282
 07/01  03:32:00,21.79333333333333,0.42428770524934206,0.0,0.0,0.012346695276234282
 07/01  03:33:00,21.79,0.42423854646314657,0.0,0.0,0.012346695276234282
 07/01  03:34:00,21.78666666666667,0.42418944627731187,0.0,0.0,0.012346695276234282
 07/01  03:35:00,21.78333333333333,0.42414040404363196,0.0,0.0,0.012346695276234282
 07/01  03:36:00,21.78,0.42409141853212207,0.0,0.0,0.012346695276234282
 07/01  03:37:00,21.77666666666667,0.42404248812296463,0.0,0.0,0.012346695276234282
 07/01  03:38:00,21.77333333333333,0.4239936131580463,0.0,0.0,0.012346695276234282
 07/01  03:39:00,21.77,0.4239447945184332,0.0,0.0,0.012346695276234282
 07/01  03:40:00,21.76666666666667,0.42389603215560984,0.0,0.0,0.012346695276234282
 07/01  03:41:00,21.76333333333333,0.42384732508200174,0.0,0.0,0.012346695276234282
 07/01  03:42:00,21.76,0.4237986718532312,0.0,0.0,0.012346695276234282
 07/01  03:43:00,21.756666666666664,0.4237500708761177,0.0,0.0,0.012346695276234282
 07/01  03:44:00,21.75333333333333,0.4237015224628418,0.0,0.0,0.012346695276234282
 07/01  03:45:00,21.75,0.4236530273784871,0.0,0.0,0.012346695276234282
 07/01  03:46:00,21.74666666666667,0.4236045854556454,0.0,0.0,0.012346695276234282
 07/01  03:47:00,21.74333333333333,0.4235561956162704,0.0,0.0,0.012346695276234282
 07/01  03:48:00,21.74,0.42350785637966987,0.0,0.0,0.012346695276234282
 07/01  03:49:00,21.736666666666665,0.42345956616208913,0.0,0.0,0.012346695276234282
 07/01  03:50:00,21.73333333333333,0.4234113251004586,0.0,0.0,0.012346695276234282
 07/01  03:51:00,21.73,0.4233631337970773,0.0,0.0,0.012346695276234282
 07/01  03:52:00,21.72666666666667,0.4233149919796997,0.0,0.0,0.012346695276234282
 07/01  03:53:00,21.72333333333333,0.4232668985759097,0.0,0.0,0.012346695276234282
 07/01  03:54:00,21.72,0.42321885209268995,0.0,0.0,0.012346695276234282
 07/01  03:55:00,21.716666666666665,0.4231708509773827,0.0,0.0,0.012346695276234282
 07/01  03:56:00,21.71333333333333,0.42312289529422087,0.0,0.0,0.012346695276234282
 07/01  03:57:00,21.71,0.4230749855270259,0.0,0.0,0.012346695276234282
 07/01  03:58:00,21.70666666666667,0.4230271213358493,0.0,0.0,0.012346695276234282
 07/01  03:59:00,21.70333333333333,0.4229793016656742,0.0,0.0,0.012346695276234282
 07/01  04:00:00,21.7,0.4229315250946652,0.0,0.0,0.012346695276234282
 07/01  04:01:00,21.7,0.42241258517268854,0.0,0.0,0.012346695276234282
 07/01  04:02:00,21.7,0.42189475310114943,0.0,0.0,0.012346695276234282
 07/01  04:03:00,21.7,0.42137813017224995,0.0,0.0,0.012346695276234282
 07/01  04:04:00,21.7,0.42086268412758565,0.0,0.0,0.012346695276234282
 07/01  04:05:00,21.7,0.42034834990202863,0.0,0.0,0.012346695276234282
 07/01  04:06:00,21.700000000000006,0.4198350683052829,0.0,0.0,0.012346695276234282
