Date/Time,out_temp
 07/01  03:47:00,21.74333333333333
 07/01  03:48:00,21.74
 07/01  03:49:00,21.736666666666665
 07/01  03:50:00,21.73333333333333
 07/01  03:51:00,21.73
 07/01  03:52:00,21.72666666666667
 07/01  03:53:00,21.72333333333333
 07/01  03:54:00,21.72
 07/01  03:55:00,21.716666666666665
 07/01  03:56:00,21.713333333333335
 07/01  03:57:00,21.71
 07/01  03:58:00,21.70666666666667
 07/01  03:59:00,21.70333333333333
 07/01  04:00:00,21.7
 07/01  04:01:00,21.7
 07/01  04:02:00,21.7
 07/01  04:03:00,21.7
 07/01  04:04:00,21.7
 07/01  04:05:00,21.7
 07/01  04:06:00,21.700000000000006
 07/01  04:07:00,21.7
 07/01  04:08:00,21.700000000000006
 07/01  04:09:00,21.7
 07/01  04:10:00,21.7
 07/01  04:11:00,21.7
 07/01  04:12:00,21.7
 07/01  04:13:00,21.7
 07/01  04:14:00,21.7
 07/01  04:15:00,21.7
 07/01  04:16:00,21.7
 07/01  04:17:00,21.7
 07/01  04:18:00,21.7
 07/01  04:19:00,21.7
 07/01  04:20:00,21.700000000000006
 07/01  04:21:00,21.7
 07/01  04:22:00,21.7
 07/01  04:23:00,21.700000000000006
 07/01  04:24:00,21.7
 07/01  04:25:00,21.7
 07/01  04:26:00,21.7
 07/01  04:27:00,21.700000000000006
 07/01  04:28:00,21.7
 07/01  04:29:00,21.7
 07/01  04:30:00,21.7
 07/01  04:31:00,21.7
 07/01  04:32:00,21.7
 07/01  04:33:00,21.7
 07/01  04:34:00,21.7
 07/01  04:35:00,21.7
 07/01  04:36:00,21.7
 07/01  04:37:00,21.7
 07/01  04:38:00,21.7
 07/01  04:39:00,21.7
 07/01  04:40:00,21.7
 07/01  04:41:00,21.7
 07/01  04:42:00,21.7
 07/01  04:43:00,21.7
 07/01  04:44:00,21.7
 07/01  04:45:00,21.7
 07/01  04:46:00,21.7
 07/01  04:47:00,21.7
 07/01  04:48:00,21.7
 07/01  04:49:00,21.7
 07/01  04:50:00,21.7
 07/01  04:51:00,21.7
 07/01  04:52:00,21.700000000000006
 07/01  04:53:00,21.7
 07/01  04:54:00,21.7
 07/01  04:55:00,21.7
 07/01  04:56:00,21.7
 07/01  04:57:00,21.7
 07/01  04:58:00,21.7
 07/01  04:59:00,21.7
 07/01  05:00:00,21.7
 07/01  05:01:00,21.70833333333333
 07/01  05:02:00,21.716666666666665
 07/01  05:03:00,21.725
 07/01  05:04:00,21.733333333333334
 07/01  05:05:00,21.74166666666667
 07/01  05:06:00,21.75
 07/01  05:07:00,21.75833333333333
 07/01  05:08:00,21.76666666666667
 07/01  05:09:00,21.775
 07/01  05:10:00,21.78333333333333
 07/01  05:11:00,21.791666666666664
 07/01  05:12:00,21.8
 07/01  05:13:00,21.80833333333333
 07/01  05:14:00,21.816666666666666
 07/01  05:15:00,21.825
 07/01  05:16:00,21.833333333333336
 07/01  05:17:00,21.841666666666665
 07/01  05:18:00,21.85
 07/01  05:19:00,21.858333333333334
 07/01  05:20:00,21.86666666666667
 07/01  05:21:00,21.875
 07/01  05:22:00,21.88333333333333
 07/01  05:23:00,21.89166666666667
 07/01  05:24:00,21.9
 07/01  05:25:00,21.90833333333333
 07/01  05:26:00,21.916666666666664
 07/01  05:27:00,21.925
 07/01  05:28:00,21.93333333333333
 07/01  05:29:00,21.941666666666666
 07/01  05:30:00,21.95
 07/01  05:31:00,21.95833333333333
 07/01  05:32:00,21.96666666666667
 07/01  05:33:00,21.975
 07/01  05:34:00,21.983333333333334
 07/01  05:35:00,21.99166666666667
 07/01  05:36:00,22.0
 07/01  05:37:00,22.00833333333333
 07/01  05:38:00,22.01666666666667
 07/01  05:39:00,22.025
 07/01  05:40:00,22.03333333333333
 07/01  05:41:00,22.041666666666664
 07/01  05:42:00,22.05
 07/01  05:43:00,22.05833333333333
 07/01  05:44:00,22.06666666666667
 07/01  05:45:00,22.075
 07/01  05:46:00,22.08333333333333
 07/01  05:47:00,22.09166666666667
 07/01  05:48:00,22.1
 07/01  05:49:00,22.108333333333334
 07/01  05:50:00,22.11666666666667
 07/01  05:51:00,22.125
 07/01  05:52:00,22.13333333333333
 07/01  05:53:00,22.14166666666667
 07/01  05:54:00,22.15
 07/01  05:55:00,22.15833333333333
 07/01  05:56:00,22.166666666666664
 07/01  05:57:00,22.175
 07/01  05:58:00,22.18333333333333
 07/01  05:59:00,22.19166666666667
 07/01  06:00:00,22.2
 07/01  06:01:00,22.2
 07/01  06:02:00,22.2
 07/01  06:03:00,22.2
 07/01  06:04:00,22.2
 07/01  06:05:00,22.2
 07/01  06:06:00,22.2
 07/01  06:07:00,22.2
 07/01  06:08:00,22.2
 07/01  06:09:00,22.2
 07/01  06:10:00,22.2
 07/01  06:11:00,22.2
 07/01  06:12:00,22.200000000000006
 07/01  06:13:00,22.2
 07/01  06:14:00,22.2
 07/01  06:15:00,22.2
 07/01  06:16:00,22.200000000000006
 07/01  06:17:00,22.2
 07/01  06:18:00,22.2
 07/01  06:19:00,22.2
 07/01  06:20:00,22.2
 07/01  06:21:00,22.2
 07/01  06:22:00,22.2
 07/01  06:23:00,22.2
 07/01  06:24:00,22.2
 07/01  06:25:00,22.2
 07/01  06:26:00,22.2
 07/01  06:27:00,22.200000000000006
 07/01  06:28:00,22.2
 07/01  06:29:00,22.2
 07/01  06:30:00,22.2
 07/01  06:31:00,22.2
 07/01  06:32:00,22.2
 07/01  06:33:00,22.2
 07/01  06:34:00,22.2
 07/01  06:35:00,22.2
 07/01  06:36:00,22.2
 07/01  06:37:00,22.2
 07/01  06:38:00,22.2
 07/01  06:39:00,22.2
 07/01  06:40:00,22.2
 07/01  06:41:00,22.2
 07/01  06:42:00,22.2
 07/01  06:43:00,22.2
 07/01  06:44:00,22.2
 07/01  06:45:00,22.2
 07/01  06:46:00,22.2
 07/01  06:47:00,22.2
 07/01  06:48:00,22.2
 07/01  06:49:00,22.2
 07/01  06:50:00,22.2
 07/01  06:51:00,22.2
 07/01  06:52:00,22.2
 07/01  06:53:00,22.2
 07/01  06:54:00,22.2
 07/01  06:55:00,22.2
 07/01  06:56:00,22.2
 07/01  06:57:00,22.2
 07/01  06:58:00,22.2
 07/01  06:59:00,22.2
 07/01  07:00:00,22.2
 07/01  07:01:00,22.236666666666665
 07/01  07:02:00,22.27333333333333
 07/01  07:03:00,22.31
 07/01  07:04:00,22.346666666666664
 07/01  07:05:00,22.38333333333333
 07/01  07:06:00,22.42
 07/01  07:07:00,22.45666666666667
 07/01  07:08:00,22.49333333333333
 07/01  07:09:00,22.53
 07/01  07:10:00,22.56666666666667
 07/01  07:11:00,22.60333333333333
 07/01  07:12:00,22.64
 07/01  07:13:00,22.67666666666667
 07/01  07:14:00,22.71333333333333
 07/01  07:15:00,22.75
 07/01  07:16:00,22.78666666666667
 07/01  07:17:00,22.82333333333333
 07/01  07:18:00,22.86
 07/01  07:19:00,22.896666666666665
 07/01  07:20:00,22.93333333333333
 07/01  07:21:00,22.97
 07/01  07:22:00,23.006666666666664
 07/01  07:23:00,23.04333333333333
 07/01  07:24:00,23.08
 07/01  07:25:00,23.116666666666664
 07/01  07:26:00,23.15333333333333
 07/01  07:27:00,23.19
 07/01  07:28:00,23.22666666666667
 07/01  07:29:00,23.263333333333332
 07/01  07:30:00,23.3
 07/01  07:31:00,23.33666666666667
 07/01  07:32:00,23.37333333333333
 07/01  07:33:00,23.41
 07/01  07:34:00,23.44666666666667
 07/01  07:35:00,23.483333333333334
 07/01  07:36:00,23.52
 07/01  07:37:00,23.556666666666665
 07/01  07:38:00,23.59333333333333
 07/01  07:39:00,23.63
 07/01  07:40:00,23.666666666666664
 07/01  07:41:00,23.70333333333333
 07/01  07:42:00,23.74
 07/01  07:43:00,23.776666666666664
 07/01  07:44:00,23.81333333333333
 07/01  07:45:00,23.85
 07/01  07:46:00,23.88666666666667
 07/01  07:47:00,23.92333333333333
 07/01  07:48:00,23.96
 07/01  07:49:00,23.99666666666667
 07/01  07:50:00,24.03333333333333
 07/01  07:51:00,24.07
 07/01  07:52:00,24.106666666666666
 07/01  07:53:00,24.14333333333333
 07/01  07:54:00,24.18
 07/01  07:55:00,24.216666666666665
 07/01  07:56:00,24.25333333333333
 07/01  07:57:00,24.29
 07/01  07:58:00,24.326666666666664
 07/01  07:59:00,24.36333333333333
 07/01  08:00:00,24.4
 07/01  08:01:00,24.44666666666667
 07/01  08:02:00,24.49333333333333
 07/01  08:03:00,24.54
 07/01  08:04:00,24.58666666666667
 07/01  08:05:00,24.63333333333333
 07/01  08:06:00,24.68
 07/01  08:07:00,24.726666666666667
 07/01  08:08:00,24.77333333333333
 07/01  08:09:00,24.82
 07/01  08:10:00,24.86666666666667
 07/01  08:11:00,24.91333333333333
 07/01  08:12:00,24.96
 07/01  08:13:00,25.00666666666667
 07/01  08:14:00,25.05333333333333
 07/01  08:15:00,25.1
 07/01  08:16:00,25.14666666666667
 07/01  08:17:00,25.19333333333333
 07/01  08:18:00,25.24
 07/01  08:19:00,25.28666666666667
 07/01  08:20:00,25.333333333333336
 07/01  08:21:00,25.38
 07/01  08:22:00,25.426666666666666
 07/01  08:23:00,25.473333333333336
 07/01  08:24:00,25.52
 07/01  08:25:00,25.566666666666666
 07/01  08:26:00,25.61333333333333
 07/01  08:27:00,25.66
 07/01  08:28:00,25.706666666666663
 07/01  08:29:00,25.75333333333333
 07/01  08:30:00,25.8
 07/01  08:31:00,25.846666666666664
 07/01  08:32:00,25.89333333333333
 07/01  08:33:00,25.94
 07/01  08:34:00,25.986666666666665
 07/01  08:35:00,26.03333333333333
 07/01  08:36:00,26.08
 07/01  08:37:00,26.126666666666665
 07/01  08:38:00,26.17333333333333
 07/01  08:39:00,26.22
 07/01  08:40:00,26.26666666666667
 07/01  08:41:00,26.31333333333333
 07/01  08:42:00,26.36
 07/01  08:43:00,26.40666666666667
 07/01  08:44:00,26.45333333333333
 07/01  08:45:00,26.5
 07/01  08:46:00,26.54666666666667
 07/01  08:47:00,26.59333333333333
 07/01  08:48:00,26.64
 07/01  08:49:00,26.686666666666664
 07/01  08:50:00,26.733333333333334
 07/01  08:51:00,26.78
 07/01  08:52:00,26.82666666666667
 07/01  08:53:00,26.87333333333333
 07/01  08:54:00,26.92
 07/01  08:55:00,26.966666666666665
 07/01  08:56:00,27.013333333333332
 07/01  08:57:00,27.060000000000006
 07/01  08:58:00,27.10666666666667
 07/01  08:59:00,27.15333333333333
 07/01  09:00:00,27.2
 07/01  09:01:00,27.21833333333333
 07/01  09:02:00,27.236666666666665
 07/01  09:03:00,27.255
 07/01  09:04:00,27.27333333333333
 07/01  09:05:00,27.291666666666664
 07/01  09:06:00,27.310000000000006
 07/01  09:07:00,27.32833333333333
 07/01  09:08:00,27.34666666666667
 07/01  09:09:00,27.365
 07/01  09:10:00,27.38333333333333
 07/01  09:11:00,27.401666666666664
 07/01  09:12:00,27.42
 07/01  09:13:00,27.43833333333333
 07/01  09:14:00,27.456666666666663
 07/01  09:15:00,27.475
 07/01  09:16:00,27.493333333333336
 07/01  09:17:00,27.511666666666667
 07/01  09:18:00,27.53
 07/01  09:19:00,27.54833333333333
 07/01  09:20:00,27.56666666666667
 07/01  09:21:00,27.585
 07/01  09:22:00,27.60333333333333
 07/01  09:23:00,27.62166666666667
 07/01  09:24:00,27.64
 07/01  09:25:00,27.65833333333333
 07/01  09:26:00,27.67666666666667
 07/01  09:27:00,27.695
 07/01  09:28:00,27.71333333333333
 07/01  09:29:00,27.73166666666667
 07/01  09:30:00,27.75
 07/01  09:31:00,27.76833333333333
 07/01  09:32:00,27.78666666666667
 07/01  09:33:00,27.805
 07/01  09:34:00,27.82333333333333
 07/01  09:35:00,27.84166666666667
 07/01  09:36:00,27.86
 07/01  09:37:00,27.87833333333333
 07/01  09:38:00,27.89666666666667
 07/01  09:39:00,27.915
 07/01  09:40:00,27.933333333333334
 07/01  09:41:00,27.95166666666667
 07/01  09:42:00,27.97
 07/01  09:43:00,27.98833333333333
 07/01  09:44:00,28.00666666666667
 07/01  09:45:00,28.025000000000006
 07/01  09:46:00,28.04333333333333
 07/01  09:47:00,28.06166666666667
 07/01  09:48:00,28.08
 07/01  09:49:00,28.098333333333336
 07/01  09:50:00,28.11666666666667
 07/01  09:51:00,28.135
 07/01  09:52:00,28.15333333333333
 07/01  09:53:00,28.17166666666667
 07/01  09:54:00,28.19
 07/01  09:55:00,28.208333333333336
 07/01  09:56:00,28.22666666666667
 07/01  09:57:00,28.245
 07/01  09:58:00,28.263333333333335
 07/01  09:59:00,28.28166666666667
 07/01  10:00:00,28.3
 07/01  10:01:00,28.32833333333333
 07/01  10:02:00,28.35666666666667
 07/01  10:03:00,28.385
 07/01  10:04:00,28.41333333333333
 07/01  10:05:00,28.44166666666667
 07/01  10:06:00,28.470000000000006
 07/01  10:07:00,28.498333333333335
 07/01  10:08:00,28.52666666666667
 07/01  10:09:00,28.555
 07/01  10:10:00,28.583333333333336
 07/01  10:11:00,28.611666666666668
 07/01  10:12:00,28.64
 07/01  10:13:00,28.66833333333333
 07/01  10:14:00,28.69666666666667
 07/01  10:15:00,28.725
 07/01  10:16:00,28.75333333333333
 07/01  10:17:00,28.78166666666667
 07/01  10:18:00,28.81
 07/01  10:19:00,28.838333333333335
 07/01  10:20:00,28.86666666666667
 07/01  10:21:00,28.895
 07/01  10:22:00,28.92333333333333
 07/01  10:23:00,28.95166666666667
 07/01  10:24:00,28.98
 07/01  10:25:00,29.00833333333333
 07/01  10:26:00,29.03666666666667
 07/01  10:27:00,29.065
 07/01  10:28:00,29.09333333333333
 07/01  10:29:00,29.12166666666667
 07/01  10:30:00,29.15
 07/01  10:31:00,29.178333333333335
 07/01  10:32:00,29.20666666666667
 07/01  10:33:00,29.235
 07/01  10:34:00,29.263333333333335
 07/01  10:35:00,29.291666666666664
 07/01  10:36:00,29.32
 07/01  10:37:00,29.34833333333333
 07/01  10:38:00,29.376666666666665
 07/01  10:39:00,29.405
 07/01  10:40:00,29.433333333333334
 07/01  10:41:00,29.46166666666667
 07/01  10:42:00,29.490000000000006
 07/01  10:43:00,29.51833333333333
 07/01  10:44:00,29.54666666666667
 07/01  10:45:00,29.575
 07/01  10:46:00,29.60333333333333
 07/01  10:47:00,29.63166666666667
 07/01  10:48:00,29.66
 07/01  10:49:00,29.68833333333333
 07/01  10:50:00,29.716666666666665
 07/01  10:51:00,29.745
 07/01  10:52:00,29.77333333333333
 07/01  10:53:00,29.80166666666667
 07/01  10:54:00,29.83
 07/01  10:55:00,29.858333333333334
 07/01  10:56:00,29.88666666666667
 07/01  10:57:00,29.915000000000006
 07/01  10:58:00,29.94333333333333
 07/01  10:59:00,29.97166666666667
 07/01  11:00:00,30.0
 07/01  11:01:00,30.0
 07/01  11:02:00,30.0
 07/01  11:03:00,30.0
 07/01  11:04:00,30.0
 07/01  11:05:00,30.0
 07/01  11:06:00,30.0
 07/01  11:07:00,30.0
 07/01  11:08:00,30.0
 07/01  11:09:00,30.0
 07/01  11:10:00,30.0
 07/01  11:11:00,30.0
 07/01  11:12:00,30.0
 07/01  11:13:00,30.0
 07/01  11:14:00,30.0
 07/01  11:15:00,30.0
 07/01  11:16:00,30.0
 07/01  11:17:00,30.0
 07/01  11:18:00,30.0
 07/01  11:19:00,30.0
 07/01  11:20:00,30.000000000000004
 07/01  11:21:00,30.0
 07/01  11:22:00,30.0
 07/01  11:23:00,30.0
 07/01  11:24:00,30.0
 07/01  11:25:00,30.0
 07/01  11:26:00,30.0
 07/01  11:27:00,30.0
 07/01  11:28:00,30.0
 07/01  11:29:00,30.0
 07/01  11:30:00,30.0
 07/01  11:31:00,30.0
 07/01  11:32:00,30.0
 07/01  11:33:00,30.0
 07/01  11:34:00,30.0
 07/01  11:35:00,30.0
 07/01  11:36:00,30.0
 07/01  11:37:00,30.0
 07/01  11:38:00,30.0
 07/01  11:39:00,30.0
 07/01  11:40:00,30.0
 07/01  11:41:00,30.0
 07/01  11:42:00,30.0
 07/01  11:43:00,30.0
 07/01  11:44:00,30.0
 07/01  11:45:00,30.0
 07/01  11:46:00,30.0
 07/01  11:47:00,30.0
 07/01  11:48:00,30.0
 07/01  11:49:00,30.0
 07/01  11:50:00,30.0
 07/01  11:51:00,30.0
 07/01  11:52:00,30.0
 07/01  11:53:00,30.0
 07/01  11:54:00,30.0
 07/01  11:55:00,30.0
 07/01  11:56:00,30.0
 07/01  11:57:00,30.0
 07/01  11:58:00,30.0
 07/01  11:59:00,30.0
 07/01  12:00:00,30.0
 07/01  12:01:00,30.02833333333333
 07/01  12:02:00,30.056666666666665
 07/01  12:03:00,30.085
 07/01  12:04:00,30.11333333333333
 07/01  12:05:00,30.14166666666667
 07/01  12:06:00,30.17
 07/01  12:07:00,30.19833333333333
 07/01  12:08:00,30.22666666666667
 07/01  12:09:00,30.255
 07/01  12:10:00,30.28333333333333
 07/01  12:11:00,30.31166666666667
 07/01  12:12:00,30.34
 07/01  12:13:00,30.36833333333333
 07/01  12:14:00,30.39666666666667
 07/01  12:15:00,30.425
 07/01  12:16:00,30.45333333333333
 07/01  12:17:00,30.48166666666667
 07/01  12:18:00,30.51
 07/01  12:19:00,30.53833333333333
 07/01  12:20:00,30.56666666666667
 07/01  12:21:00,30.595
 07/01  12:22:00,30.623333333333335
 07/01  12:23:00,30.65166666666667
 07/01  12:24:00,30.68
 07/01  12:25:00,30.70833333333333
 07/01  12:26:00,30.736666666666665
 07/01  12:27:00,30.765
 07/01  12:28:00,30.79333333333333
 07/01  12:29:00,30.82166666666667
 07/01  12:30:00,30.85
 07/01  12:31:00,30.87833333333333
 07/01  12:32:00,30.90666666666667
 07/01  12:33:00,30.935000000000006
 07/01  12:34:00,30.96333333333333
 07/01  12:35:00,30.99166666666667
 07/01  12:36:00,31.02
 07/01  12:37:00,31.048333333333336
 07/01  12:38:00,31.076666666666664
 07/01  12:39:00,31.105
 07/01  12:40:00,31.13333333333333
 07/01  12:41:00,31.16166666666667
 07/01  12:42:00,31.19
 07/01  12:43:00,31.21833333333333
 07/01  12:44:00,31.24666666666667
 07/01  12:45:00,31.275
 07/01  12:46:00,31.303333333333335
 07/01  12:47:00,31.33166666666667
 07/01  12:48:00,31.36
 07/01  12:49:00,31.388333333333332
 07/01  12:50:00,31.41666666666667
 07/01  12:51:00,31.445
 07/01  12:52:00,31.47333333333333
 07/01  12:53:00,31.501666666666665
 07/01  12:54:00,31.53
 07/01  12:55:00,31.55833333333333
 07/01  12:56:00,31.58666666666667
 07/01  12:57:00,31.615
 07/01  12:58:00,31.643333333333334
 07/01  12:59:00,31.671666666666663
 07/01  13:00:00,31.7
 07/01  13:01:00,31.635
 07/01  13:02:00,31.57
 07/01  13:03:00,31.505
 07/01  13:04:00,31.44
 07/01  13:05:00,31.375
 07/01  13:06:00,31.310000000000006
 07/01  13:07:00,31.245
 07/01  13:08:00,31.18
 07/01  13:09:00,31.115000000000006
 07/01  13:10:00,31.05
 07/01  13:11:00,30.985
 07/01  13:12:00,30.92
 07/01  13:13:00,30.855
 07/01  13:14:00,30.79
 07/01  13:15:00,30.725
 07/01  13:16:00,30.660000000000004
 07/01  13:17:00,30.595
 07/01  13:18:00,30.53
 07/01  13:19:00,30.465
 07/01  13:20:00,30.400000000000006
 07/01  13:21:00,30.335
 07/01  13:22:00,30.27
 07/01  13:23:00,30.20500000000001
 07/01  13:24:00,30.14
 07/01  13:25:00,30.075
 07/01  13:26:00,30.01
 07/01  13:27:00,29.945
 07/01  13:28:00,29.880000000000006
 07/01  13:29:00,29.815
 07/01  13:30:00,29.75
 07/01  13:31:00,29.685000000000006
 07/01  13:32:00,29.62
 07/01  13:33:00,29.555
 07/01  13:34:00,29.490000000000006
 07/01  13:35:00,29.425
 07/01  13:36:00,29.36
